dataset_name,case_id,painting_id,clean_path,damaged_path,mask_path,source_case_id,restoration_case_id,model_name,algorithm,inpaint_radius,opencv_version,restoration_generator_name,restoration_generator_version,restored_filename,restored_path,restored_sha256,runtime_seconds,started_at_utc,completed_at_utc,output_written,status,issue
mask_robustness,p001__scratch_thin__variant_01,p001,data/processed/clean/p001_clean.png,data/processed/damaged/mask_robustness/p001__scratch_thin__variant_01_damaged.png,data/processed/masks/mask_robustness/p001__scratch_thin__variant_01_mask.png,p001__scratch_thin__variant_01,opencv_telea__mask_robustness__p001__scratch_thin__variant_01,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p001__scratch_thin__variant_01_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p001__scratch_thin__variant_01_restored_opencv_telea.png,a3e3db9d8b236705ffb6516663b6aa0fa6094619a93fbd1332932d8447d3c8a9,0.5916027000057511,2026-07-23T21:52:14.945093+00:00,2026-07-23T21:52:15.539972+00:00,True,ok,
mask_robustness,p001__scratch_thin__variant_02,p001,data/processed/clean/p001_clean.png,data/processed/damaged/mask_robustness/p001__scratch_thin__variant_02_damaged.png,data/processed/masks/mask_robustness/p001__scratch_thin__variant_02_mask.png,p001__scratch_thin__variant_02,opencv_telea__mask_robustness__p001__scratch_thin__variant_02,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p001__scratch_thin__variant_02_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p001__scratch_thin__variant_02_restored_opencv_telea.png,84fe1dbc2d19fa09214fa4895baff46d8ab20a3a542bde39e8c822fda62fd15f,0.6073317999835126,2026-07-23T21:52:15.539972+00:00,2026-07-23T21:52:16.149045+00:00,True,ok,
mask_robustness,p001__scratch_thin__variant_03,p001,data/processed/clean/p001_clean.png,data/processed/damaged/mask_robustness/p001__scratch_thin__variant_03_damaged.png,data/processed/masks/mask_robustness/p001__scratch_thin__variant_03_mask.png,p001__scratch_thin__variant_03,opencv_telea__mask_robustness__p001__scratch_thin__variant_03,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p001__scratch_thin__variant_03_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p001__scratch_thin__variant_03_restored_opencv_telea.png,8851e25640c3072d12cf0c366cc0a8bf5f69e040a39cbe57872b71bec4ec9213,0.5991697999997996,2026-07-23T21:52:16.149045+00:00,2026-07-23T21:52:16.750108+00:00,True,ok,
mask_robustness,p001__scratch_thin__variant_04,p001,data/processed/clean/p001_clean.png,data/processed/damaged/mask_robustness/p001__scratch_thin__variant_04_damaged.png,data/processed/masks/mask_robustness/p001__scratch_thin__variant_04_mask.png,p001__scratch_thin__variant_04,opencv_telea__mask_robustness__p001__scratch_thin__variant_04,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p001__scratch_thin__variant_04_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p001__scratch_thin__variant_04_restored_opencv_telea.png,fe85355523e1354ecebcfe028c83e5383a3f4d0b792acc71da51df34b2973846,0.603417799982708,2026-07-23T21:52:16.750108+00:00,2026-07-23T21:52:17.360580+00:00,True,ok,
mask_robustness,p001__scratch_thin__variant_05,p001,data/processed/clean/p001_clean.png,data/processed/damaged/mask_robustness/p001__scratch_thin__variant_05_damaged.png,data/processed/masks/mask_robustness/p001__scratch_thin__variant_05_mask.png,p001__scratch_thin__variant_05,opencv_telea__mask_robustness__p001__scratch_thin__variant_05,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p001__scratch_thin__variant_05_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p001__scratch_thin__variant_05_restored_opencv_telea.png,02ee2746d64878fa08bb903eb39db1f3486650c5fba35885a30b3229503e3776,0.6000657999829855,2026-07-23T21:52:17.362593+00:00,2026-07-23T21:52:17.954469+00:00,True,ok,
mask_robustness,p018__loss_large__variant_01,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__loss_large__variant_01_damaged.png,data/processed/masks/mask_robustness/p018__loss_large__variant_01_mask.png,p018__loss_large__variant_01,opencv_telea__mask_robustness__p018__loss_large__variant_01,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__loss_large__variant_01_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__loss_large__variant_01_restored_opencv_telea.png,95fe6e710449012534645f7cde2e3029a839a5182de4f5f6342e610855cd23bd,0.4986255000112578,2026-07-23T21:52:17.954469+00:00,2026-07-23T21:52:18.464893+00:00,True,ok,
mask_robustness,p018__loss_large__variant_02,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__loss_large__variant_02_damaged.png,data/processed/masks/mask_robustness/p018__loss_large__variant_02_mask.png,p018__loss_large__variant_02,opencv_telea__mask_robustness__p018__loss_large__variant_02,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__loss_large__variant_02_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__loss_large__variant_02_restored_opencv_telea.png,108d44b1ad1878a58b29f7dc549e41251d8daa5015681042136cb758efda11c9,0.49863280000863597,2026-07-23T21:52:18.466904+00:00,2026-07-23T21:52:18.961597+00:00,True,ok,
mask_robustness,p018__loss_large__variant_03,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__loss_large__variant_03_damaged.png,data/processed/masks/mask_robustness/p018__loss_large__variant_03_mask.png,p018__loss_large__variant_03,opencv_telea__mask_robustness__p018__loss_large__variant_03,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__loss_large__variant_03_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__loss_large__variant_03_restored_opencv_telea.png,d152eb17e2fd308c4cf26676da805b955e205b49b4a1a8587f972a115db40a5c,0.4924862000043504,2026-07-23T21:52:18.961597+00:00,2026-07-23T21:52:19.459272+00:00,True,ok,
mask_robustness,p018__loss_large__variant_04,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__loss_large__variant_04_damaged.png,data/processed/masks/mask_robustness/p018__loss_large__variant_04_mask.png,p018__loss_large__variant_04,opencv_telea__mask_robustness__p018__loss_large__variant_04,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__loss_large__variant_04_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__loss_large__variant_04_restored_opencv_telea.png,7305e2caab9c617761ab3ff4f73a55ea63e1db19b65706aa563118c926d80b2e,0.5091405999846756,2026-07-23T21:52:19.461281+00:00,2026-07-23T21:52:19.971929+00:00,True,ok,
mask_robustness,p018__loss_large__variant_05,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__loss_large__variant_05_damaged.png,data/processed/masks/mask_robustness/p018__loss_large__variant_05_mask.png,p018__loss_large__variant_05,opencv_telea__mask_robustness__p018__loss_large__variant_05,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__loss_large__variant_05_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__loss_large__variant_05_restored_opencv_telea.png,0e8e3660b1fb504edf27748ebb7a519b9ea9c2974f1e65b90d0820f41c575d3f,0.49987980001606047,2026-07-23T21:52:19.973940+00:00,2026-07-23T21:52:20.463499+00:00,True,ok,
mask_robustness,p018__loss_small__variant_01,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__loss_small__variant_01_damaged.png,data/processed/masks/mask_robustness/p018__loss_small__variant_01_mask.png,p018__loss_small__variant_01,opencv_telea__mask_robustness__p018__loss_small__variant_01,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__loss_small__variant_01_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__loss_small__variant_01_restored_opencv_telea.png,ebdfcc06e06fb2fdef8baf4fdce5d3f4dd7c70087ccbb12600cb3a06a004d906,0.4472687999950722,2026-07-23T21:52:20.477576+00:00,2026-07-23T21:52:20.923600+00:00,True,ok,
mask_robustness,p018__loss_small__variant_02,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__loss_small__variant_02_damaged.png,data/processed/masks/mask_robustness/p018__loss_small__variant_02_mask.png,p018__loss_small__variant_02,opencv_telea__mask_robustness__p018__loss_small__variant_02,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__loss_small__variant_02_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__loss_small__variant_02_restored_opencv_telea.png,96474a3e9bcfbe5466777f0ef59f1beaf02d9bbf5e57032fb2d2938945ede0c0,0.44846009998582304,2026-07-23T21:52:20.923600+00:00,2026-07-23T21:52:21.367726+00:00,True,ok,
mask_robustness,p018__loss_small__variant_03,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__loss_small__variant_03_damaged.png,data/processed/masks/mask_robustness/p018__loss_small__variant_03_mask.png,p018__loss_small__variant_03,opencv_telea__mask_robustness__p018__loss_small__variant_03,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__loss_small__variant_03_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__loss_small__variant_03_restored_opencv_telea.png,c98a8c2463ed888ed7660b1ab9ce7173f3ad92d81d3cb008405bf2498c3b5d10,0.4482715000049211,2026-07-23T21:52:21.378972+00:00,2026-07-23T21:52:21.814447+00:00,True,ok,
mask_robustness,p018__loss_small__variant_04,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__loss_small__variant_04_damaged.png,data/processed/masks/mask_robustness/p018__loss_small__variant_04_mask.png,p018__loss_small__variant_04,opencv_telea__mask_robustness__p018__loss_small__variant_04,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__loss_small__variant_04_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__loss_small__variant_04_restored_opencv_telea.png,118ae1fde82f8e64f3eb6cbafafb3102eea58aaf464955c85d081b7b9640a4db,0.4472877000225708,2026-07-23T21:52:21.829326+00:00,2026-07-23T21:52:22.276939+00:00,True,ok,
mask_robustness,p018__loss_small__variant_05,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__loss_small__variant_05_damaged.png,data/processed/masks/mask_robustness/p018__loss_small__variant_05_mask.png,p018__loss_small__variant_05,opencv_telea__mask_robustness__p018__loss_small__variant_05,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__loss_small__variant_05_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__loss_small__variant_05_restored_opencv_telea.png,b123f89103a62ff5153b4f338446bbda4ed7ab7ab75f5f78119adaea377d5915,0.44897719999426045,2026-07-23T21:52:22.279449+00:00,2026-07-23T21:52:22.726025+00:00,True,ok,
mask_robustness,p018__scratch_thin__variant_01,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__scratch_thin__variant_01_damaged.png,data/processed/masks/mask_robustness/p018__scratch_thin__variant_01_mask.png,p018__scratch_thin__variant_01,opencv_telea__mask_robustness__p018__scratch_thin__variant_01,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__scratch_thin__variant_01_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__scratch_thin__variant_01_restored_opencv_telea.png,e818aafef05f0cc455ef63ded8ffdc51172ed1ba243937ffded6c85091cce9b9,0.43628069999977015,2026-07-23T21:52:22.726025+00:00,2026-07-23T21:52:23.166011+00:00,True,ok,
mask_robustness,p018__scratch_thin__variant_02,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__scratch_thin__variant_02_damaged.png,data/processed/masks/mask_robustness/p018__scratch_thin__variant_02_mask.png,p018__scratch_thin__variant_02,opencv_telea__mask_robustness__p018__scratch_thin__variant_02,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__scratch_thin__variant_02_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__scratch_thin__variant_02_restored_opencv_telea.png,fa700b9ac42fa87ab0811f35d24957bca02817f7ee87264dc875f40d7185b5dd,0.4370333999977447,2026-07-23T21:52:23.170037+00:00,2026-07-23T21:52:23.602589+00:00,True,ok,
mask_robustness,p018__scratch_thin__variant_03,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__scratch_thin__variant_03_damaged.png,data/processed/masks/mask_robustness/p018__scratch_thin__variant_03_mask.png,p018__scratch_thin__variant_03,opencv_telea__mask_robustness__p018__scratch_thin__variant_03,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__scratch_thin__variant_03_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__scratch_thin__variant_03_restored_opencv_telea.png,02ea2b96c025f1bc550fc75740e8fab33b81edd079f269e9b469d9889af41867,0.4448967000062112,2026-07-23T21:52:23.602589+00:00,2026-07-23T21:52:24.052519+00:00,True,ok,
mask_robustness,p018__scratch_thin__variant_04,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__scratch_thin__variant_04_damaged.png,data/processed/masks/mask_robustness/p018__scratch_thin__variant_04_mask.png,p018__scratch_thin__variant_04,opencv_telea__mask_robustness__p018__scratch_thin__variant_04,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__scratch_thin__variant_04_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__scratch_thin__variant_04_restored_opencv_telea.png,2518e488e41f6a2482550e2ff4dca7d672b1683e1d1f495350c75b3874617caa,0.438844499993138,2026-07-23T21:52:24.056539+00:00,2026-07-23T21:52:24.492365+00:00,True,ok,
mask_robustness,p018__scratch_thin__variant_05,p018,data/processed/clean/p018_clean.png,data/processed/damaged/mask_robustness/p018__scratch_thin__variant_05_damaged.png,data/processed/masks/mask_robustness/p018__scratch_thin__variant_05_mask.png,p018__scratch_thin__variant_05,opencv_telea__mask_robustness__p018__scratch_thin__variant_05,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__scratch_thin__variant_05_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p018__scratch_thin__variant_05_restored_opencv_telea.png,85ec1569ebe0dca3c33adb384fd64973251ba7f60d410392f15701ab2c2d8a7e,0.43773020000662655,2026-07-23T21:52:24.492365+00:00,2026-07-23T21:52:24.934721+00:00,True,ok,
mask_robustness,p026__loss_large__variant_01,p026,data/processed/clean/p026_clean.png,data/processed/damaged/mask_robustness/p026__loss_large__variant_01_damaged.png,data/processed/masks/mask_robustness/p026__loss_large__variant_01_mask.png,p026__loss_large__variant_01,opencv_telea__mask_robustness__p026__loss_large__variant_01,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__loss_large__variant_01_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p026__loss_large__variant_01_restored_opencv_telea.png,13d95ba74042ec1ebf9d7a005ead3bec6c02472c8941342cef304bd5400d800b,0.4218811000173446,2026-07-23T21:52:24.934721+00:00,2026-07-23T21:52:25.360276+00:00,True,ok,
mask_robustness,p026__loss_large__variant_02,p026,data/processed/clean/p026_clean.png,data/processed/damaged/mask_robustness/p026__loss_large__variant_02_damaged.png,data/processed/masks/mask_robustness/p026__loss_large__variant_02_mask.png,p026__loss_large__variant_02,opencv_telea__mask_robustness__p026__loss_large__variant_02,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__loss_large__variant_02_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p026__loss_large__variant_02_restored_opencv_telea.png,a73f4835e67abed284a195f4a717594997fb94782470d23824f74084b1cb84e7,0.4069154000026174,2026-07-23T21:52:25.362286+00:00,2026-07-23T21:52:25.758178+00:00,True,ok,
mask_robustness,p026__loss_large__variant_03,p026,data/processed/clean/p026_clean.png,data/processed/damaged/mask_robustness/p026__loss_large__variant_03_damaged.png,data/processed/masks/mask_robustness/p026__loss_large__variant_03_mask.png,p026__loss_large__variant_03,opencv_telea__mask_robustness__p026__loss_large__variant_03,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__loss_large__variant_03_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p026__loss_large__variant_03_restored_opencv_telea.png,e6611752f33137d236a30e693dde327476a48b3435d0484c71c5a46268b8e04c,0.41987159999553114,2026-07-23T21:52:25.770337+00:00,2026-07-23T21:52:26.185824+00:00,True,ok,
mask_robustness,p026__loss_large__variant_04,p026,data/processed/clean/p026_clean.png,data/processed/damaged/mask_robustness/p026__loss_large__variant_04_damaged.png,data/processed/masks/mask_robustness/p026__loss_large__variant_04_mask.png,p026__loss_large__variant_04,opencv_telea__mask_robustness__p026__loss_large__variant_04,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__loss_large__variant_04_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p026__loss_large__variant_04_restored_opencv_telea.png,f32bcf20bcc8db15303b25b5c50b0f27fc50a1ca89060b52f55fbf5f62ec943a,0.41731439999421127,2026-07-23T21:52:26.185824+00:00,2026-07-23T21:52:26.611082+00:00,True,ok,
mask_robustness,p026__loss_large__variant_05,p026,data/processed/clean/p026_clean.png,data/processed/damaged/mask_robustness/p026__loss_large__variant_05_damaged.png,data/processed/masks/mask_robustness/p026__loss_large__variant_05_mask.png,p026__loss_large__variant_05,opencv_telea__mask_robustness__p026__loss_large__variant_05,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__loss_large__variant_05_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p026__loss_large__variant_05_restored_opencv_telea.png,376e791429502618e6201f22c5a5efbbfeff21b9df17dbe322ad468d5357fb3f,0.42944920001900755,2026-07-23T21:52:26.613092+00:00,2026-07-23T21:52:27.038431+00:00,True,ok,
mask_robustness,p026__loss_small__variant_01,p026,data/processed/clean/p026_clean.png,data/processed/damaged/mask_robustness/p026__loss_small__variant_01_damaged.png,data/processed/masks/mask_robustness/p026__loss_small__variant_01_mask.png,p026__loss_small__variant_01,opencv_telea__mask_robustness__p026__loss_small__variant_01,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__loss_small__variant_01_restored_opencv_telea.png,data\processed\restored\opencv_telea\mask_robustness\p026__loss_small__variant_01_restored_opencv_telea.png,f13b1fe8cf06a7a51a7a497f75fd9660c23e5191a99614fb3ec2389979e0a712,0.3402091999887489,2026-07-23T21:52:27.044326+00:00,2026-07-23T21:52:27.373802+00:00,True,ok,
