dataset_name,case_id,painting_id,clean_path,damaged_path,mask_path,source_case_id,restoration_case_id,model_name,algorithm,inpaint_radius,opencv_version,restoration_generator_name,restoration_generator_version,restored_filename,restored_path,restored_sha256,runtime_seconds,started_at_utc,completed_at_utc,output_written,status,issue
synthetic,p018__dirt_dust__mild,p018,data/processed/clean/p018_clean.png,data/processed/degraded/synthetic_degradation/p018__dirt_dust__mild_degraded.png,data/processed/masks/synthetic_degradation/p018__dirt_dust__mild_effect_mask.png,p018__dirt_dust__mild,opencv_telea__synthetic__p018__dirt_dust__mild,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__dirt_dust__mild_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p018__dirt_dust__mild_restored_opencv_telea.png,eb01681931a85f6c9e030120f006f1f5dd59d60984d427bdb8ea9964eb716140,0.3915873000223655,2026-07-23T21:52:50.906765+00:00,2026-07-23T21:52:51.303343+00:00,True,ok,
synthetic,p018__dirt_dust__moderate,p018,data/processed/clean/p018_clean.png,data/processed/degraded/synthetic_degradation/p018__dirt_dust__moderate_degraded.png,data/processed/masks/synthetic_degradation/p018__dirt_dust__moderate_effect_mask.png,p018__dirt_dust__moderate,opencv_telea__synthetic__p018__dirt_dust__moderate,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__dirt_dust__moderate_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p018__dirt_dust__moderate_restored_opencv_telea.png,4837466995c93620d14ac582386565cb93794a54bbb45b3608ffc73247228b2b,0.4042836000153329,2026-07-23T21:52:51.308472+00:00,2026-07-23T21:52:51.700608+00:00,True,ok,
synthetic,p018__dirt_dust__severe,p018,data/processed/clean/p018_clean.png,data/processed/degraded/synthetic_degradation/p018__dirt_dust__severe_degraded.png,data/processed/masks/synthetic_degradation/p018__dirt_dust__severe_effect_mask.png,p018__dirt_dust__severe,opencv_telea__synthetic__p018__dirt_dust__severe,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__dirt_dust__severe_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p018__dirt_dust__severe_restored_opencv_telea.png,334c04d396c31a287358f05e3125b5c4ef9eae7ef0a4bde6df877f5907c9f9c5,0.4202874999900814,2026-07-23T21:52:51.700608+00:00,2026-07-23T21:52:52.130687+00:00,True,ok,
synthetic,p018__partial_transparency__mild,p018,data/processed/clean/p018_clean.png,data/processed/degraded/synthetic_degradation/p018__partial_transparency__mild_degraded.png,data/processed/masks/synthetic_degradation/p018__partial_transparency__mild_effect_mask.png,p018__partial_transparency__mild,opencv_telea__synthetic__p018__partial_transparency__mild,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__partial_transparency__mild_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p018__partial_transparency__mild_restored_opencv_telea.png,f713f2b340533bdd8086ce85c32c7369201f37d9cce6468eaefbaa8e5faeda4e,0.4359389999881387,2026-07-23T21:52:52.130687+00:00,2026-07-23T21:52:52.561026+00:00,True,ok,
synthetic,p018__partial_transparency__moderate,p018,data/processed/clean/p018_clean.png,data/processed/degraded/synthetic_degradation/p018__partial_transparency__moderate_degraded.png,data/processed/masks/synthetic_degradation/p018__partial_transparency__moderate_effect_mask.png,p018__partial_transparency__moderate,opencv_telea__synthetic__p018__partial_transparency__moderate,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__partial_transparency__moderate_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p018__partial_transparency__moderate_restored_opencv_telea.png,67a42efcade027c44f747efb962a261f07c190b6fb1cf5a7400d89e6301de022,0.5222198000119533,2026-07-23T21:52:52.576754+00:00,2026-07-23T21:52:53.088577+00:00,True,ok,
synthetic,p018__partial_transparency__severe,p018,data/processed/clean/p018_clean.png,data/processed/degraded/synthetic_degradation/p018__partial_transparency__severe_degraded.png,data/processed/masks/synthetic_degradation/p018__partial_transparency__severe_effect_mask.png,p018__partial_transparency__severe,opencv_telea__synthetic__p018__partial_transparency__severe,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__partial_transparency__severe_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p018__partial_transparency__severe_restored_opencv_telea.png,d2bf1c3be5eff9f728b7fcf6921ce7faea79670986187ba48da697366062c4b6,0.6822414999769535,2026-07-23T21:52:53.088577+00:00,2026-07-23T21:52:53.774579+00:00,True,ok,
synthetic,p018__water_stain__mild,p018,data/processed/clean/p018_clean.png,data/processed/degraded/synthetic_degradation/p018__water_stain__mild_degraded.png,data/processed/masks/synthetic_degradation/p018__water_stain__mild_effect_mask.png,p018__water_stain__mild,opencv_telea__synthetic__p018__water_stain__mild,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__water_stain__mild_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p018__water_stain__mild_restored_opencv_telea.png,517ec2ae189dcdba76b50d768a8ce5698daca11c059b4eb46fb583ffd6475142,0.46155589999398217,2026-07-23T21:52:53.774579+00:00,2026-07-23T21:52:54.247243+00:00,True,ok,
synthetic,p018__water_stain__moderate,p018,data/processed/clean/p018_clean.png,data/processed/degraded/synthetic_degradation/p018__water_stain__moderate_degraded.png,data/processed/masks/synthetic_degradation/p018__water_stain__moderate_effect_mask.png,p018__water_stain__moderate,opencv_telea__synthetic__p018__water_stain__moderate,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__water_stain__moderate_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p018__water_stain__moderate_restored_opencv_telea.png,0cfaf177bc96f6d40548512730f9558e01fc2d9266f807b4c63be22fcde4672a,0.40644649998284876,2026-07-23T21:52:54.249251+00:00,2026-07-23T21:52:54.651576+00:00,True,ok,
synthetic,p018__water_stain__severe,p018,data/processed/clean/p018_clean.png,data/processed/degraded/synthetic_degradation/p018__water_stain__severe_degraded.png,data/processed/masks/synthetic_degradation/p018__water_stain__severe_effect_mask.png,p018__water_stain__severe,opencv_telea__synthetic__p018__water_stain__severe,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__water_stain__severe_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p018__water_stain__severe_restored_opencv_telea.png,9174d7eebe381b0b739c0516ff8aebe73913e8caa01c20bc21adfb599c7fd83c,0.42415420000907034,2026-07-23T21:52:54.651576+00:00,2026-07-23T21:52:55.082724+00:00,True,ok,
synthetic,p018__water_stain_dirt__moderate,p018,data/processed/clean/p018_clean.png,data/processed/degraded/synthetic_degradation/p018__water_stain_dirt__moderate_degraded.png,data/processed/masks/synthetic_degradation/p018__water_stain_dirt__moderate_effect_mask.png,p018__water_stain_dirt__moderate,opencv_telea__synthetic__p018__water_stain_dirt__moderate,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p018__water_stain_dirt__moderate_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p018__water_stain_dirt__moderate_restored_opencv_telea.png,efa22871c5fd91ee83361c035c10291f4ebd037518ed8ce7a792133914d9342a,0.4390930999943521,2026-07-23T21:52:55.082724+00:00,2026-07-23T21:52:55.515249+00:00,True,ok,
synthetic,p026__dirt_dust__mild,p026,data/processed/clean/p026_clean.png,data/processed/degraded/synthetic_degradation/p026__dirt_dust__mild_degraded.png,data/processed/masks/synthetic_degradation/p026__dirt_dust__mild_effect_mask.png,p026__dirt_dust__mild,opencv_telea__synthetic__p026__dirt_dust__mild,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__dirt_dust__mild_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p026__dirt_dust__mild_restored_opencv_telea.png,5b0faf964a3f29466a2720edc5385f8534e67741ba9c320c61eacf8840283297,0.282343500002753,2026-07-23T21:52:55.515249+00:00,2026-07-23T21:52:55.799030+00:00,True,ok,
synthetic,p026__dirt_dust__moderate,p026,data/processed/clean/p026_clean.png,data/processed/degraded/synthetic_degradation/p026__dirt_dust__moderate_degraded.png,data/processed/masks/synthetic_degradation/p026__dirt_dust__moderate_effect_mask.png,p026__dirt_dust__moderate,opencv_telea__synthetic__p026__dirt_dust__moderate,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__dirt_dust__moderate_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p026__dirt_dust__moderate_restored_opencv_telea.png,8778f4c0a81c9a1fcb8043fa904b633a93dba02b6973dce06f3e685ad733d77f,0.28635209999629296,2026-07-23T21:52:55.799030+00:00,2026-07-23T21:52:56.085447+00:00,True,ok,
synthetic,p026__dirt_dust__severe,p026,data/processed/clean/p026_clean.png,data/processed/degraded/synthetic_degradation/p026__dirt_dust__severe_degraded.png,data/processed/masks/synthetic_degradation/p026__dirt_dust__severe_effect_mask.png,p026__dirt_dust__severe,opencv_telea__synthetic__p026__dirt_dust__severe,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__dirt_dust__severe_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p026__dirt_dust__severe_restored_opencv_telea.png,e09dc5ed0b18676336305eec99bd55735f2d4237361b44f144c12f1f38554826,0.30839010002091527,2026-07-23T21:52:56.101365+00:00,2026-07-23T21:52:56.403943+00:00,True,ok,
synthetic,p026__partial_transparency__mild,p026,data/processed/clean/p026_clean.png,data/processed/degraded/synthetic_degradation/p026__partial_transparency__mild_degraded.png,data/processed/masks/synthetic_degradation/p026__partial_transparency__mild_effect_mask.png,p026__partial_transparency__mild,opencv_telea__synthetic__p026__partial_transparency__mild,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__partial_transparency__mild_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p026__partial_transparency__mild_restored_opencv_telea.png,40efa06bf79f4b37b153edd974d47047a67e498d1edf74a6673ddbe54e2e99bd,0.3158322999952361,2026-07-23T21:52:56.403943+00:00,2026-07-23T21:52:56.725666+00:00,True,ok,
synthetic,p026__partial_transparency__moderate,p026,data/processed/clean/p026_clean.png,data/processed/degraded/synthetic_degradation/p026__partial_transparency__moderate_degraded.png,data/processed/masks/synthetic_degradation/p026__partial_transparency__moderate_effect_mask.png,p026__partial_transparency__moderate,opencv_telea__synthetic__p026__partial_transparency__moderate,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__partial_transparency__moderate_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p026__partial_transparency__moderate_restored_opencv_telea.png,66cef27d8b9ae7998fb674d5837bc61aba519fd44b85ac5735006319d93acbd0,0.3556586999911815,2026-07-23T21:52:56.728771+00:00,2026-07-23T21:52:57.084367+00:00,True,ok,
synthetic,p026__partial_transparency__severe,p026,data/processed/clean/p026_clean.png,data/processed/degraded/synthetic_degradation/p026__partial_transparency__severe_degraded.png,data/processed/masks/synthetic_degradation/p026__partial_transparency__severe_effect_mask.png,p026__partial_transparency__severe,opencv_telea__synthetic__p026__partial_transparency__severe,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__partial_transparency__severe_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p026__partial_transparency__severe_restored_opencv_telea.png,29649e1c3b3c4eaa2c20a2e76a73a2b77f623a2763d724b1695b949d0220eba3,0.5932281999848783,2026-07-23T21:52:57.088960+00:00,2026-07-23T21:52:57.677698+00:00,True,ok,
synthetic,p026__water_stain__mild,p026,data/processed/clean/p026_clean.png,data/processed/degraded/synthetic_degradation/p026__water_stain__mild_degraded.png,data/processed/masks/synthetic_degradation/p026__water_stain__mild_effect_mask.png,p026__water_stain__mild,opencv_telea__synthetic__p026__water_stain__mild,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__water_stain__mild_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p026__water_stain__mild_restored_opencv_telea.png,2b99ef040adc8564cdf47236e50ca5be5b723964dda1d245206f3e397644f619,0.2807395000127144,2026-07-23T21:52:57.677698+00:00,2026-07-23T21:52:57.963171+00:00,True,ok,
synthetic,p026__water_stain__moderate,p026,data/processed/clean/p026_clean.png,data/processed/degraded/synthetic_degradation/p026__water_stain__moderate_degraded.png,data/processed/masks/synthetic_degradation/p026__water_stain__moderate_effect_mask.png,p026__water_stain__moderate,opencv_telea__synthetic__p026__water_stain__moderate,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__water_stain__moderate_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p026__water_stain__moderate_restored_opencv_telea.png,7357c97ae144f0417066673d915328d2f2d8ac024ded0088d7969605cb0e0c96,0.2766674000013154,2026-07-23T21:52:57.963171+00:00,2026-07-23T21:52:58.236865+00:00,True,ok,
synthetic,p026__water_stain__severe,p026,data/processed/clean/p026_clean.png,data/processed/degraded/synthetic_degradation/p026__water_stain__severe_degraded.png,data/processed/masks/synthetic_degradation/p026__water_stain__severe_effect_mask.png,p026__water_stain__severe,opencv_telea__synthetic__p026__water_stain__severe,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__water_stain__severe_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p026__water_stain__severe_restored_opencv_telea.png,952fbe98af9ec8a48617041fa4b5ca8ccd56fd4cf8749476a2ec45c279bf850e,0.2774474000034388,2026-07-23T21:52:58.236865+00:00,2026-07-23T21:52:58.522340+00:00,True,ok,
synthetic,p026__water_stain_dirt__moderate,p026,data/processed/clean/p026_clean.png,data/processed/degraded/synthetic_degradation/p026__water_stain_dirt__moderate_degraded.png,data/processed/masks/synthetic_degradation/p026__water_stain_dirt__moderate_effect_mask.png,p026__water_stain_dirt__moderate,opencv_telea__synthetic__p026__water_stain_dirt__moderate,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p026__water_stain_dirt__moderate_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p026__water_stain_dirt__moderate_restored_opencv_telea.png,630fc7c5c37407edcc258cada276e2306e8427fddbb466d11fd147a8d8fc1bb6,0.2936840000038501,2026-07-23T21:52:58.522340+00:00,2026-07-23T21:52:58.808006+00:00,True,ok,
synthetic,p039__dirt_dust__mild,p039,data/processed/clean/p039_clean.png,data/processed/degraded/synthetic_degradation/p039__dirt_dust__mild_degraded.png,data/processed/masks/synthetic_degradation/p039__dirt_dust__mild_effect_mask.png,p039__dirt_dust__mild,opencv_telea__synthetic__p039__dirt_dust__mild,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p039__dirt_dust__mild_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p039__dirt_dust__mild_restored_opencv_telea.png,f0c08f60bcd6dfb65ca980cb997c18b4cdb985f83e8739c3738c136333c2f7e1,0.3608054000069387,2026-07-23T21:52:58.808006+00:00,2026-07-23T21:52:59.183436+00:00,True,ok,
synthetic,p039__dirt_dust__moderate,p039,data/processed/clean/p039_clean.png,data/processed/degraded/synthetic_degradation/p039__dirt_dust__moderate_degraded.png,data/processed/masks/synthetic_degradation/p039__dirt_dust__moderate_effect_mask.png,p039__dirt_dust__moderate,opencv_telea__synthetic__p039__dirt_dust__moderate,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p039__dirt_dust__moderate_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p039__dirt_dust__moderate_restored_opencv_telea.png,c56c9b2bdb1368b64a1740fa20429f116512c27193b6775305acb30150c8f79a,0.37268710002535954,2026-07-23T21:52:59.185447+00:00,2026-07-23T21:52:59.558696+00:00,True,ok,
synthetic,p039__dirt_dust__severe,p039,data/processed/clean/p039_clean.png,data/processed/degraded/synthetic_degradation/p039__dirt_dust__severe_degraded.png,data/processed/masks/synthetic_degradation/p039__dirt_dust__severe_effect_mask.png,p039__dirt_dust__severe,opencv_telea__synthetic__p039__dirt_dust__severe,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p039__dirt_dust__severe_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p039__dirt_dust__severe_restored_opencv_telea.png,529e538650c56d8f402589ab6a1ca5b200d1a466e04facd942187f096573bc47,0.40444649997516535,2026-07-23T21:52:59.560720+00:00,2026-07-23T21:52:59.965516+00:00,True,ok,
synthetic,p039__partial_transparency__mild,p039,data/processed/clean/p039_clean.png,data/processed/degraded/synthetic_degradation/p039__partial_transparency__mild_degraded.png,data/processed/masks/synthetic_degradation/p039__partial_transparency__mild_effect_mask.png,p039__partial_transparency__mild,opencv_telea__synthetic__p039__partial_transparency__mild,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p039__partial_transparency__mild_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p039__partial_transparency__mild_restored_opencv_telea.png,56f2e9798a4918e90dfdadd6d7d3055fcbfe4cd89423f8ded6a5c3960156cadd,0.3967099000001326,2026-07-23T21:52:59.967527+00:00,2026-07-23T21:53:00.363459+00:00,True,ok,
synthetic,p039__partial_transparency__moderate,p039,data/processed/clean/p039_clean.png,data/processed/degraded/synthetic_degradation/p039__partial_transparency__moderate_degraded.png,data/processed/masks/synthetic_degradation/p039__partial_transparency__moderate_effect_mask.png,p039__partial_transparency__moderate,opencv_telea__synthetic__p039__partial_transparency__moderate,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p039__partial_transparency__moderate_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p039__partial_transparency__moderate_restored_opencv_telea.png,40164e2690f3c19188badeb3242d88c91d69944932faf492bdc774c5c7020e94,0.5844316000002436,2026-07-23T21:53:00.363459+00:00,2026-07-23T21:53:00.950885+00:00,True,ok,
synthetic,p039__partial_transparency__severe,p039,data/processed/clean/p039_clean.png,data/processed/degraded/synthetic_degradation/p039__partial_transparency__severe_degraded.png,data/processed/masks/synthetic_degradation/p039__partial_transparency__severe_effect_mask.png,p039__partial_transparency__severe,opencv_telea__synthetic__p039__partial_transparency__severe,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p039__partial_transparency__severe_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p039__partial_transparency__severe_restored_opencv_telea.png,4b48d69e1257b41fc39d8ea81cba206bbee9073e8f9f2c715eb26d6ddd558fe0,0.7024403999967035,2026-07-23T21:53:00.950885+00:00,2026-07-23T21:53:01.651831+00:00,True,ok,
synthetic,p039__water_stain__mild,p039,data/processed/clean/p039_clean.png,data/processed/degraded/synthetic_degradation/p039__water_stain__mild_degraded.png,data/processed/masks/synthetic_degradation/p039__water_stain__mild_effect_mask.png,p039__water_stain__mild,opencv_telea__synthetic__p039__water_stain__mild,opencv_telea,cv2.INPAINT_TELEA,3,4.11.0,restoration_eval.restoration_opencv,2.0.0,p039__water_stain__mild_restored_opencv_telea.png,data\processed\restored\opencv_telea\synthetic\p039__water_stain__mild_restored_opencv_telea.png,33ae8037cbeeb03f7a4a0f78f417652ba98a6e8ab163b84ef57ea33a6d3ea4fe,0.39183049998246133,2026-07-23T21:53:01.651831+00:00,2026-07-23T21:53:02.046902+00:00,True,ok,
