case_id,variant_id,robustness_group_id,painting_id,painting_index,base_mask_type,mask_type_index,variant_index,global_seed,painting_seed,mask_seed,variant_seed,generation_attempt_index,generation_seed,maximum_generation_attempts,generation_area_tolerance,target_percentage_content,target_pixels,realised_pixels,realised_percentage_content,percentage_error_content,absolute_percentage_error_content,scale_factor,raw_mask_pixels,content_area_pixels,content_x_min,content_y_min,content_x_max,content_y_max,width,height,canvas_area_pixels,padding_area_pixels,actual_mask_area_pixels,damaged_content_pixels,padding_overlap_pixels,actual_mask_area_percentage_content,actual_mask_area_percentage_full,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_area_pixels,bbox_fill_ratio,bbox_aspect_ratio,connected_component_count,largest_component_pixels,smallest_component_pixels,mean_component_pixels,median_component_pixels,component_area_std_pixels,largest_component_fraction,component_density_per_100k_content_pixels,mean_component_aspect_ratio,maximum_component_aspect_ratio,touches_content_border,minimum_distance_to_content_border_pixels,centroid_x_pixels,centroid_y_pixels,centroid_x_normalised_content,centroid_y_normalised_content,centroid_quadrant,mask_bbox_width_normalised_content,mask_bbox_height_normalised_content,mask_bbox_area_fraction_content_bbox,touches_left_content_border,touches_right_content_border,touches_top_content_border,touches_bottom_content_border,damage_fill_strategy,damage_fill_r,damage_fill_g,damage_fill_b,clean_path,mask_filename,mask_path,damaged_filename,damaged_path,clean_sha256,mask_sha256,damaged_sha256,mask_file_size_bytes,damaged_file_size_bytes,mask_generator_name,mask_generator_version,generator_name,generator_version,generated_at_utc,generation_action,status,issue,source,title,artist,category,config_version,experiment_name,experiment_version,notebook_stage,full_generation_started_at_utc,full_generation_finished_at_utc,full_generation_duration_seconds
p001__scratch_thin__variant_01,p001__scratch_thin__variant_01,p001__scratch_thin,p001,0,scratch_thin,0,1,20260606,3990620007,1103903776,2708804889,1,3861646480,20,0.5,2.0,10184,10186,2.000455630970337,0.0004556309703369621,0.0004556309703369621,6.6090961995829485,12013,509184,52,0,715,768,768,768,589824,80640,10186,10186,0,2.000456,1.726956,52,0,715,225,663,225,149175,0.068282,2.946667,1,10186,10186,10186.0,10186.0,0.0,1.0,0.196393,2.946667,2.946667,True,0,381.12379736893774,105.72049872373846,0.49716585705277605,0.13783637382495237,top_left,1.0,0.29296875,0.29296875,True,True,True,False,constant_rgb,255,255,255,data/processed/clean/p001_clean.png,p001__scratch_thin__variant_01_mask.png,data/processed/masks/mask_robustness/p001__scratch_thin__variant_01_mask.png,p001__scratch_thin__variant_01_damaged.png,data/processed/damaged/mask_robustness/p001__scratch_thin__variant_01_damaged.png,b5852f0337c8342a1a70268f9e9f682534177581d238713f67bf28e0033482a2,27d511328beee3534e2a3238066a730f1e561e3c81a1d93e8fe91df2ffc958ce,7d78d1acc11c9115d6bf8563bac36e2eb655f30f5cb1af22c8f11b0e408a4038,1271,711716,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:42:33.132560+00:00,generated,ok,,The Metropolitan Museum of Art,Juan de Pareja,Diego Velázquez,portrait_figure,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p001__scratch_thin__variant_02,p001__scratch_thin__variant_02,p001__scratch_thin,p001,0,scratch_thin,0,2,20260606,3990620007,1103903776,1755218531,1,2703033093,20,0.5,2.0,10184,10191,2.001437594268477,0.0014375942684767828,0.0014375942684767828,1.5291509569103068,5416,509184,52,0,715,768,768,768,589824,80640,10191,10191,0,2.001438,1.727804,52,0,710,512,658,512,336896,0.03025,1.285156,3,4707,1035,3397.0,4449.0,1673.504108,0.461878,0.589178,2.103765,3.963636,True,0,311.1584731625944,217.14355804140908,0.39147805613684955,0.28310763760288016,top_left,0.9924585218702866,0.6666666666666666,0.661639014580191,True,False,True,False,constant_rgb,255,255,255,data/processed/clean/p001_clean.png,p001__scratch_thin__variant_02_mask.png,data/processed/masks/mask_robustness/p001__scratch_thin__variant_02_mask.png,p001__scratch_thin__variant_02_damaged.png,data/processed/damaged/mask_robustness/p001__scratch_thin__variant_02_damaged.png,b5852f0337c8342a1a70268f9e9f682534177581d238713f67bf28e0033482a2,e2deaa1202b89ec932339f2f37a857061ecc2a84321d666c1c7333a7dd0d0431,10583385d9697a3da2621913db2eea4ad9d9394d5f8a13d333acc78a76b7eb8d,4168,721825,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:42:34.507379+00:00,generated,ok,,The Metropolitan Museum of Art,Juan de Pareja,Diego Velázquez,portrait_figure,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p001__scratch_thin__variant_03,p001__scratch_thin__variant_03,p001__scratch_thin,p001,0,scratch_thin,0,3,20260606,3990620007,1103903776,2629485245,1,951319330,20,0.5,2.0,10184,8635,1.6958506158873805,-0.3041493841126195,0.3041493841126195,1.20120842149134,7058,509184,52,0,715,768,768,768,589824,80640,8635,8635,0,1.695851,1.463996,52,2,715,675,663,673,446199,0.019352,1.015083,5,3326,955,1727.0,1299.0,864.635646,0.385177,0.981963,2.494995,5.122807,True,0,347.61077012159814,369.8700636942675,0.44654194882416637,0.482229548493178,top_left,1.0,0.8763020833333334,0.8763020833333334,True,True,False,False,constant_rgb,255,255,255,data/processed/clean/p001_clean.png,p001__scratch_thin__variant_03_mask.png,data/processed/masks/mask_robustness/p001__scratch_thin__variant_03_mask.png,p001__scratch_thin__variant_03_damaged.png,data/processed/damaged/mask_robustness/p001__scratch_thin__variant_03_damaged.png,b5852f0337c8342a1a70268f9e9f682534177581d238713f67bf28e0033482a2,f5b2f704a6d0d26f9826f3b66dedec9a12be8f16f4826083fa3f7091547831f6,572a7365be972742e04407ad8d6ec937bc70d2ffd176563c4e57211a47ae1d4a,4917,722715,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:42:45.068442+00:00,generated,ok,,The Metropolitan Museum of Art,Juan de Pareja,Diego Velázquez,portrait_figure,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p001__scratch_thin__variant_04,p001__scratch_thin__variant_04,p001__scratch_thin,p001,0,scratch_thin,0,4,20260606,3990620007,1103903776,4059682919,1,3653638722,20,0.5,2.0,10184,10157,1.9947602438411263,-0.005239756158873732,0.005239756158873732,0.9229144507978149,11826,509184,52,0,715,768,768,768,589824,80640,10157,10157,0,1.99476,1.722039,52,0,664,709,612,709,433908,0.023408,1.158497,14,3395,78,725.5,291.0,943.771972,0.334252,2.749497,2.492508,6.142857,True,0,281.8525155065472,310.47720783695974,0.3472092379252979,0.40479427358143383,top_left,0.9230769230769231,0.9231770833333334,0.8521634615384616,True,False,True,False,constant_rgb,255,255,255,data/processed/clean/p001_clean.png,p001__scratch_thin__variant_04_mask.png,data/processed/masks/mask_robustness/p001__scratch_thin__variant_04_mask.png,p001__scratch_thin__variant_04_damaged.png,data/processed/damaged/mask_robustness/p001__scratch_thin__variant_04_damaged.png,b5852f0337c8342a1a70268f9e9f682534177581d238713f67bf28e0033482a2,411fb0a6438bf8e6303f08eff95b574446bbdd70ba1f4f66b4f03256e75c8f63,ec14510c336a64992a62d0ded4e3c019163c28f68445f845e474ae4eef69f8fb,7227,726601,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:42:46.057741+00:00,generated,ok,,The Metropolitan Museum of Art,Juan de Pareja,Diego Velázquez,portrait_figure,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p001__scratch_thin__variant_05,p001__scratch_thin__variant_05,p001__scratch_thin,p001,0,scratch_thin,0,5,20260606,3990620007,1103903776,4184710136,1,2470278695,20,0.5,2.0,10184,10152,1.9937782805429864,-0.0062217194570135526,0.0062217194570135526,1.0192995822824291,9802,509184,52,0,715,768,768,768,589824,80640,10152,10152,0,1.993778,1.721191,83,3,715,768,632,765,483480,0.020998,1.210443,5,4979,827,2030.4,1375.0,1496.415664,0.490445,0.981963,2.007754,4.431818,True,0,475.3132387706856,434.08067375886526,0.6394459800161414,0.5659461196334619,bottom_right,0.9532428355957768,0.99609375,0.9495192307692307,False,True,False,True,constant_rgb,255,255,255,data/processed/clean/p001_clean.png,p001__scratch_thin__variant_05_mask.png,data/processed/masks/mask_robustness/p001__scratch_thin__variant_05_mask.png,p001__scratch_thin__variant_05_damaged.png,data/processed/damaged/mask_robustness/p001__scratch_thin__variant_05_damaged.png,b5852f0337c8342a1a70268f9e9f682534177581d238713f67bf28e0033482a2,91e41b5fa4bab40575e36633c9a7497ea7cb9bebb94a4bf2b39b26d818ff9dd0,a95c21a0bbbc6c0de8f88920fb721707c36d484f513c35765f7c70208b2e36f8,7186,729570,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:42:53.011871+00:00,generated,ok,,The Metropolitan Museum of Art,Juan de Pareja,Diego Velázquez,portrait_figure,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__loss_large__variant_01,p018__loss_large__variant_01,p018__loss_large,p018,1,loss_large,2,1,20260606,1330909966,1364773333,2697185998,1,2125401763,20,0.5,12.5,48672,48662,12.497431788297172,-0.0025682117028278384,0.0025682117028278384,0.8085843330161557,74412,389376,0,130,768,637,768,768,589824,200448,48662,48662,0,12.497432,8.250258,347,200,671,535,324,335,108540,0.448332,1.033951,1,48662,48662,48662.0,48662.0,0.0,1.0,0.256821,1.033951,1.033951,False,70,517.6061608647404,371.663330730344,0.6748450597975756,0.47759551527735966,top_right,0.421875,0.6607495069033531,0.2787536982248521,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__loss_large__variant_01_mask.png,data/processed/masks/mask_robustness/p018__loss_large__variant_01_mask.png,p018__loss_large__variant_01_damaged.png,data/processed/damaged/mask_robustness/p018__loss_large__variant_01_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,086e3d18d7d2fd7fde93a85d46480b28dde21e1df980fa3ed6c26e0235d5a84e,b76617db16533ce19996e150ba611e750836a9ba6d89d498a1615f20d5d97a91,2748,470795,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:01.171745+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__loss_large__variant_02,p018__loss_large__variant_02,p018__loss_large,p018,1,loss_large,2,2,20260606,1330909966,1364773333,742840472,1,1986740637,20,0.5,12.5,48672,48683,12.50282503287311,0.0028250328731100893,0.0028250328731100893,0.7497510354656748,86715,389376,0,130,768,637,768,768,589824,200448,48683,48683,0,12.502825,8.253818,179,216,587,478,408,262,106896,0.455424,1.557252,1,48683,48683,48683.0,48683.0,0.0,1.0,0.256821,1.557252,1.557252,False,86,393.8758088038946,350.97159172606456,0.5135277820129004,0.43670275044676793,top_right,0.53125,0.5167652859960552,0.2745315581854043,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__loss_large__variant_02_mask.png,data/processed/masks/mask_robustness/p018__loss_large__variant_02_mask.png,p018__loss_large__variant_02_damaged.png,data/processed/damaged/mask_robustness/p018__loss_large__variant_02_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,496cc54d1cd03676e6cb72ae7d1767e17663bd4e3e6227b5dbbae8d1b17d21c0,bea5019279ddaa0a5617062b6bc58878ff4f68b44101e5bb430b9e7116c3655a,2794,466972,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:02.063506+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__loss_large__variant_03,p018__loss_large__variant_03,p018__loss_large,p018,1,loss_large,2,3,20260606,1330909966,1364773333,1519342445,1,3225508671,20,0.5,12.5,48672,48634,12.490240795529257,-0.009759204470743299,0.009759204470743299,0.8268516656519154,71092,389376,0,130,768,637,768,768,589824,200448,48634,48634,0,12.490241,8.245511,186,303,499,554,313,251,78563,0.619045,1.247012,1,48634,48634,48634.0,48634.0,0.0,1.0,0.256821,1.247012,1.247012,False,83,346.5379364230785,435.33336760291155,0.45180956508875947,0.6034256276737382,bottom_left,0.4075520833333333,0.49506903353057197,0.20176641600920447,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__loss_large__variant_03_mask.png,data/processed/masks/mask_robustness/p018__loss_large__variant_03_mask.png,p018__loss_large__variant_03_damaged.png,data/processed/damaged/mask_robustness/p018__loss_large__variant_03_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,1657c8674121170b1f1b62e6013cba735cfcffba7e8621e8e19602c036ec055d,40d0b499deefa81e359dcf5f16a1a24c42ea0c31561260abe38b59904d92e842,2533,475741,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:02.908174+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__loss_large__variant_04,p018__loss_large__variant_04,p018__loss_large,p018,1,loss_large,2,4,20260606,1330909966,1364773333,1892899397,1,4091768615,20,0.5,12.5,48672,48681,12.502311390532544,0.002311390532543811,0.002311390532543811,0.7546210213153315,85435,389376,0,130,768,637,768,768,589824,200448,48681,48681,0,12.502311,8.253479,354,262,664,562,310,300,93000,0.523452,1.033333,1,48681,48681,48681.0,48681.0,0.0,1.0,0.256821,1.033333,1.033333,False,75,502.49195784803106,420.3370308744685,0.6551394496062987,0.5737885985661433,bottom_right,0.4036458333333333,0.591715976331361,0.23884368836291914,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__loss_large__variant_04_mask.png,data/processed/masks/mask_robustness/p018__loss_large__variant_04_mask.png,p018__loss_large__variant_04_damaged.png,data/processed/damaged/mask_robustness/p018__loss_large__variant_04_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,2cc4d08eae37ba0e865179742ed2433ebe611e7368d4d59482bfd9d3ae2cd85e,102fe6e40db1c262e53ff3bb4dcbd215598c06fc1c04973710a4b15e3fa9c977,2562,467057,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:03.785809+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__loss_large__variant_05,p018__loss_large__variant_05,p018__loss_large,p018,1,loss_large,2,5,20260606,1330909966,1364773333,3975373621,1,1486656414,20,0.5,12.5,48672,48678,12.501540927021697,0.0015409270216970583,0.0015409270216970583,0.7546755615433944,85587,389376,0,130,768,637,768,768,589824,200448,48678,48678,0,12.501541,8.25297,157,209,604,469,447,260,116220,0.418844,1.719231,2,26230,22448,24339.0,24339.0,1891.0,0.538847,0.513642,1.116766,1.233533,False,79,363.0929988906693,325.7298368873002,0.4733937404050447,0.3868178594610676,top_left,0.58203125,0.5128205128205128,0.2984775641025641,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__loss_large__variant_05_mask.png,data/processed/masks/mask_robustness/p018__loss_large__variant_05_mask.png,p018__loss_large__variant_05_damaged.png,data/processed/damaged/mask_robustness/p018__loss_large__variant_05_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,7b9a52038ad404cb81f179cabcbd34a81ffb46ee087ae11fe616becbbbddb939,3be8ffcb5d1d625614fd0d7bcf93fab235263c89b9cd70fe22bc1d77b78eb477,2685,469072,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:04.666844+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__loss_small__variant_01,p018__loss_small__variant_01,p018__loss_small,p018,1,loss_small,1,1,20260606,1330909966,1167556298,1178736535,1,1204358217,20,0.5,4.5,17522,17562,4.510293392504931,0.010293392504930665,0.010293392504930665,1.2655034369403262,10941,389376,0,130,768,637,768,768,589824,200448,17562,17562,0,4.510293,2.977498,100,173,744,624,644,451,290444,0.060466,1.427938,4,5223,3170,4390.5,4584.5,815.789342,0.297403,1.027285,1.191285,1.512821,False,13,425.9083247921649,394.249288235964,0.555291166612992,0.5222317949327352,bottom_right,0.8385416666666666,0.8895463510848126,0.7459216798159106,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__loss_small__variant_01_mask.png,data/processed/masks/mask_robustness/p018__loss_small__variant_01_mask.png,p018__loss_small__variant_01_damaged.png,data/processed/damaged/mask_robustness/p018__loss_small__variant_01_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,d9ae039f6d1af261534359cec78638cd2d605fa90e51fe1e23f12c2af798b755,bdd212c202e9f7baaa7f7add5783025d1f867afff634f6d0b7a395e60d9a03a4,2547,513812,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:43:54.122576+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__loss_small__variant_02,p018__loss_small__variant_02,p018__loss_small,p018,1,loss_small,1,2,20260606,1330909966,1167556298,783387684,1,8251244,20,0.5,4.5,17522,17494,4.4928295529257065,-0.0071704470742934845,0.0071704470742934845,1.2968173700620877,10419,389376,0,130,768,637,768,768,589824,200448,17494,17494,0,4.49283,2.96597,61,196,687,637,626,441,276066,0.063369,1.419501,4,5133,3984,4373.5,4188.5,446.767557,0.293415,1.027285,1.152229,1.352113,True,0,339.7529438664685,410.68766434206015,0.4429634209471558,0.5547187042333205,bottom_left,0.8151041666666666,0.8698224852071006,0.7089959319526628,False,False,False,True,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__loss_small__variant_02_mask.png,data/processed/masks/mask_robustness/p018__loss_small__variant_02_mask.png,p018__loss_small__variant_02_damaged.png,data/processed/damaged/mask_robustness/p018__loss_small__variant_02_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,8c0ad4c057632a563617588b117f23ea3de086984d39f13365c2aec24e889203,0984ac53ff90e30d4cb5602f8b01198d2de4c3435be5c5e92d1e3757ba2f9c6a,2643,515832,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:43:58.130691+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__loss_small__variant_03,p018__loss_small__variant_03,p018__loss_small,p018,1,loss_small,1,3,20260606,1330909966,1167556298,463584272,1,1503914012,20,0.5,4.5,17522,17537,4.503872863247863,0.0038728632478628455,0.0038728632478628455,1.0202479387828927,16891,389376,0,130,768,637,768,768,589824,200448,17537,17537,0,4.503873,2.97326,1,130,450,542,449,412,184988,0.094801,1.089806,5,6476,2530,3507.4,2830.0,1497.954819,0.369276,1.284106,1.05763,1.112245,True,0,187.65980498374864,333.83549067685465,0.2446672815955002,0.4028369380965507,top_left,0.5846354166666666,0.8126232741617357,0.47508834648257725,False,False,True,False,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__loss_small__variant_03_mask.png,data/processed/masks/mask_robustness/p018__loss_small__variant_03_mask.png,p018__loss_small__variant_03_damaged.png,data/processed/damaged/mask_robustness/p018__loss_small__variant_03_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,e9c5dfc1e649690f999893151f4be0a2f017916ca2e68860d8c33c0f148c2f0b,4ee1d83c22737af3a7d418878a9641cbdaa801bf90427ee86998d20b5c4f68cd,2926,516722,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:43:58.828531+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__loss_small__variant_04,p018__loss_small__variant_04,p018__loss_small,p018,1,loss_small,1,4,20260606,1330909966,1167556298,662862523,1,3985178984,20,0.5,4.5,17522,17521,4.49976372452334,-0.00023627547666027482,0.00023627547666027482,0.9422571558051125,19689,389376,0,130,768,637,768,768,589824,200448,17521,17521,0,4.499764,2.970547,12,157,648,553,636,396,251856,0.069568,1.606061,7,2947,2066,2503.0,2634.0,318.03998,0.168198,1.797748,1.262465,1.638298,False,12,294.8250670623823,343.1603789738029,0.38438731038120244,0.4212655710944721,top_left,0.828125,0.7810650887573964,0.646819526627219,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__loss_small__variant_04_mask.png,data/processed/masks/mask_robustness/p018__loss_small__variant_04_mask.png,p018__loss_small__variant_04_damaged.png,data/processed/damaged/mask_robustness/p018__loss_small__variant_04_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,570bb7f4b329ed96fa45c8650da2b046854b9feaafc8bbfc4dbc80d509c8833e,04b3499b32aee74671a435670e061d4e54bce1c2980a66b6a422886a26e0e1d6,2960,517037,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:43:59.569935+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__loss_small__variant_05,p018__loss_small__variant_05,p018__loss_small,p018,1,loss_small,1,5,20260606,1330909966,1167556298,1613213489,1,307619405,20,0.5,4.5,17522,17483,4.490004520052597,-0.009995479947402686,0.009995479947402686,1.0825082699837143,14932,389376,0,130,768,637,768,768,589824,200448,17483,17483,0,4.490005,2.964105,60,199,627,613,567,414,234738,0.074479,1.369565,7,4013,11,2497.571429,2692.0,1133.413158,0.229537,1.797748,1.173148,1.25,False,24,326.5231367614254,388.9844420294,0.4257146502756524,0.5118269605324111,bottom_left,0.73828125,0.8165680473372781,0.6028568786982249,False,False,False,False,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__loss_small__variant_05_mask.png,data/processed/masks/mask_robustness/p018__loss_small__variant_05_mask.png,p018__loss_small__variant_05_damaged.png,data/processed/damaged/mask_robustness/p018__loss_small__variant_05_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,73949b0d0760260faba19ebcfc950103c88f869366e5ab711988f68ee4294de9,bea81f8928546a67ada59d7a3041fbb2555b3b81758b16d66dff11a2d4fd818f,3074,512788,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:44:00.295823+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__scratch_thin__variant_01,p018__scratch_thin__variant_01,p018__scratch_thin,p018,1,scratch_thin,0,1,20260606,1330909966,1056229519,3675241002,1,849783900,20,0.5,2.0,7788,7822,2.008855193951348,0.008855193951347928,0.008855193951347928,0.9776591320587104,8148,389376,0,130,768,637,768,768,589824,200448,7822,7822,0,2.008855,1.326158,0,141,751,637,751,496,372496,0.020999,1.514113,6,2118,578,1303.666667,1267.0,464.642754,0.270775,1.540927,3.589574,8.30303,True,0,356.20557402198926,432.53170544617745,0.46441404696478394,0.5978887459410621,bottom_left,0.9778645833333334,0.9783037475345168,0.9566485864562788,True,False,False,True,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__scratch_thin__variant_01_mask.png,data/processed/masks/mask_robustness/p018__scratch_thin__variant_01_mask.png,p018__scratch_thin__variant_01_damaged.png,data/processed/damaged/mask_robustness/p018__scratch_thin__variant_01_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,69c3c2534aa02c15be5d5b1d648fae7e659b5c328174741a03422bc61d0d977e,7eea25acf200ff0a76bdeec4d0052223b4f0e2edf946eaee825cf32b950753f5,4439,537386,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:43:43.533836+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
p018__scratch_thin__variant_02,p018__scratch_thin__variant_02,p018__scratch_thin,p018,1,scratch_thin,0,2,20260606,1330909966,1056229519,4277303573,1,118681158,20,0.5,2.0,7788,7894,2.027346318211703,0.027346318211702858,0.027346318211702858,0.8462104261503088,10876,389376,0,130,768,637,768,768,589824,200448,7894,7894,0,2.027346,1.338365,25,208,675,637,650,429,278850,0.028309,1.515152,25,6277,6,315.76,21.0,1222.156235,0.795161,6.420529,2.928352,10.25,True,0,320.16379528756016,481.4400810742336,0.417423461913377,0.6945456147712127,bottom_left,0.8463541666666666,0.8461538461538461,0.7161458333333334,False,False,False,True,constant_rgb,255,255,255,data/processed/clean/p018_clean.png,p018__scratch_thin__variant_02_mask.png,data/processed/masks/mask_robustness/p018__scratch_thin__variant_02_mask.png,p018__scratch_thin__variant_02_damaged.png,data/processed/damaged/mask_robustness/p018__scratch_thin__variant_02_damaged.png,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,6f2c4f88519197c039de00c913c70a029e103fbf81c62264c643659fa6f33861,a554f7162bc00f78faeeb5db832c46df0c7f98b7b51211682714d894f6074c6f,6187,545109,canonical_synthetic_damage_masks,2.0.0,mask_robustness,1.1.0,2026-07-24T22:43:47.548720+00:00,generated,ok,,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,1.1.0,painting_restoration_50_subset,1.0.0,06_mask_robustness,2026-07-24T22:42:26.283360+00:00,2026-07-24T22:45:40.751505+00:00,194.468145
