case_id,painting_id,mask_id,mask_type,generator_name,generator_version,generated_at_utc,generation_action,clean_filename,clean_path,mask_filename,mask_path,damaged_filename,damaged_path,damage_fill_strategy,damage_fill_r,damage_fill_g,damage_fill_b,damaged_area_pixels,damaged_area_percentage_content,damaged_area_percentage_full,width,height,mode,format,damaged_file_size_bytes,clean_sha256,mask_sha256,damaged_sha256,status,issue,config_version,experiment_name,experiment_version,notebook_stage,source,title,artist,category,dataset_name,source_metadata_path,source_case_key,source_case_id,source_case_id_original,source_row_status,base_mask_id,base_mask_type,sensitivity_mask_id,target_percentage_content,target_pixels,realised_pixels,realised_percentage_content,realised_percentage_full,percentage_error_content,absolute_percentage_error_content,absolute_pixel_error,scale_factor,base_mask_pixels,base_percentage_content,base_percentage_full,content_area_pixels,content_bbox_left,content_bbox_top,content_bbox_right,content_bbox_bottom,deterministic_seed,global_seed,base_mask_path,sensitivity_mask_filename,sensitivity_mask_path,base_mask_sha256,sensitivity_mask_sha256,sensitivity_mask_file_size_bytes,full_generation_started_at_utc,full_generation_completed_at_utc,variant_id,robustness_group_id,painting_index,mask_type_index,variant_index,painting_seed,mask_seed,variant_seed,generation_attempt_index,generation_seed,maximum_generation_attempts,generation_area_tolerance,raw_mask_pixels,content_x_min,content_y_min,content_x_max,content_y_max,canvas_area_pixels,padding_area_pixels,actual_mask_area_pixels,damaged_content_pixels,padding_overlap_pixels,actual_mask_area_percentage_content,actual_mask_area_percentage_full,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_area_pixels,bbox_fill_ratio,bbox_aspect_ratio,connected_component_count,largest_component_pixels,smallest_component_pixels,mean_component_pixels,median_component_pixels,component_area_std_pixels,largest_component_fraction,component_density_per_100k_content_pixels,mean_component_aspect_ratio,maximum_component_aspect_ratio,touches_content_border,minimum_distance_to_content_border_pixels,centroid_x_pixels,centroid_y_pixels,centroid_x_normalised_content,centroid_y_normalised_content,centroid_quadrant,mask_bbox_width_normalised_content,mask_bbox_height_normalised_content,mask_bbox_area_fraction_content_bbox,touches_left_content_border,touches_right_content_border,touches_top_content_border,touches_bottom_content_border,mask_file_size_bytes,mask_generator_name,mask_generator_version,full_generation_finished_at_utc,full_generation_duration_seconds,degradation_type,severity,severity_rank,is_combined,component_degradations,component_count,case_seed,effect_mask_seed,operator_seeds_json,operator_parameters_json,effect_support_pixels,effect_active_pixels,effect_percentage_content,effect_percentage_full,effect_mean_intensity,effect_max_intensity,effect_bbox_x_min,effect_bbox_y_min,effect_bbox_x_max,effect_bbox_y_max,effect_centroid_x,effect_centroid_y,changed_pixels,changed_percentage_full,outside_effect_changed_pixels,inside_effect_changed_pixels,mean_absolute_difference_effect,maximum_absolute_difference,effect_mask_filename,effect_mask_path,degraded_filename,degraded_path,effect_mask_sha256,degraded_sha256,effect_mask_file_size_bytes,degraded_file_size_bytes,source_case_index,clean_path_normalized,clean_path_exists,clean_path_in_inventory,damaged_path_normalized,damaged_path_exists,damaged_path_in_inventory,mask_path_normalized,mask_path_exists,mask_path_in_inventory,all_required_paths_present,all_required_files_exist,all_required_paths_in_inventory,source_validation_status,prompt_ablation_subset,prompt_ablation_subset_target,prompt_ablation_subset_minimum,prompt_ablation_random_state
p038_zero_control,p038,p038_zero_control,zero_control,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p038_clean.png,data\processed\clean\p038_clean.png,p038_zero_control_mask.png,data\processed\masks\p038_zero_control_mask.png,p038_zero_control_damaged.png,data\processed\masked\p038_zero_control_damaged.png,white_fill,255.0,255.0,255.0,0.0,0.0,0.0,768,768,RGB,PNG,752038.0,88c548a0296ca3833a044a2559627d1b18a7fde9300850b75ed1d08820231489,49e2b0f2e0dc8fe44017bdabfa19ff50311b0bdd17623355fd396afa7862f30a,88c548a0296ca3833a044a2559627d1b18a7fde9300850b75ed1d08820231489,ok,,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,Art Institute of Chicago,Mahana no atua (Day of the God),Paul Gauguin,abstraction_surrealism,canonical,data/processed/metadata/metadata_damaged_images.csv,canonical__p038_zero_control,p038_zero_control,p038_zero_control,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,data/processed/clean/p038_clean.png,True,True,data/processed/masked/p038_zero_control_damaged.png,True,True,data/processed/masks/p038_zero_control_mask.png,True,True,True,True,True,ok,True,120,100,2026
p044_loss_large,p044,p044_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p044_clean.png,data\processed\clean\p044_clean.png,p044_loss_large_mask.png,data\processed\masks\p044_loss_large_mask.png,p044_loss_large_damaged.png,data\processed\masked\p044_loss_large_damaged.png,white_fill,255.0,255.0,255.0,57276.0,11.634653,9.710693,768,768,RGB,PNG,669796.0,ed7ed9f39aa6e8cb7b1e7f0637d18eb2cb412309cafdc7b0f166db32ea8bc9ce,a9fadf2d7d831af7c3cfe5b628a2adfca57cd6bc337287230195a060d116d605,fa86cfdf59a7949842f1daf0f6862574ff6592ea82a98bf03f8cca19b35773da,ok,,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,The Metropolitan Museum of Art,Versailles,Auguste Renoir,high_texture_brushwork,canonical,data/processed/metadata/metadata_damaged_images.csv,canonical__p044_loss_large,p044_loss_large,p044_loss_large,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,data/processed/clean/p044_clean.png,True,True,data/processed/masked/p044_loss_large_damaged.png,True,True,data/processed/masks/p044_loss_large_mask.png,True,True,True,True,True,ok,True,120,100,2026
p044_loss_small,p044,p044_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p044_clean.png,data\processed\clean\p044_clean.png,p044_loss_small_mask.png,data\processed\masks\p044_loss_small_mask.png,p044_loss_small_damaged.png,data\processed\masked\p044_loss_small_damaged.png,white_fill,255.0,255.0,255.0,19904.0,4.043162,3.374566,768,768,RGB,PNG,734298.0,ed7ed9f39aa6e8cb7b1e7f0637d18eb2cb412309cafdc7b0f166db32ea8bc9ce,ee2e6270b3e4361b4483a3cbb956f0a77f9d81f060bf1dee2162921224bb0aeb,514543be9bb08b398af1b424862ac9d7e35392c512e90230fb821d8f8010324f,ok,,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,The Metropolitan Museum of Art,Versailles,Auguste Renoir,high_texture_brushwork,canonical,data/processed/metadata/metadata_damaged_images.csv,canonical__p044_loss_small,p044_loss_small,p044_loss_small,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,data/processed/clean/p044_clean.png,True,True,data/processed/masked/p044_loss_small_damaged.png,True,True,data/processed/masks/p044_loss_small_mask.png,True,True,True,True,True,ok,True,120,100,2026
p044_mixed_damage,p044,p044_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p044_clean.png,data\processed\clean\p044_clean.png,p044_mixed_damage_mask.png,data\processed\masks\p044_mixed_damage_mask.png,p044_mixed_damage_damaged.png,data\processed\masked\p044_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,42711.0,8.676019,7.241313,768,768,RGB,PNG,712982.0,ed7ed9f39aa6e8cb7b1e7f0637d18eb2cb412309cafdc7b0f166db32ea8bc9ce,c79933020bdea7bf4b1761a4682b30093b15594ec13dfad5b1a9b2cfb98820df,4166e8aac51c16c61f2dae2ee931004a2ee3969edea9bc42a80eec60922a8efd,ok,,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,The Metropolitan Museum of Art,Versailles,Auguste Renoir,high_texture_brushwork,canonical,data/processed/metadata/metadata_damaged_images.csv,canonical__p044_mixed_damage,p044_mixed_damage,p044_mixed_damage,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,data/processed/clean/p044_clean.png,True,True,data/processed/masked/p044_mixed_damage_damaged.png,True,True,data/processed/masks/p044_mixed_damage_mask.png,True,True,True,True,True,ok,True,120,100,2026
p044_scratch_thin,p044,p044_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p044_clean.png,data\processed\clean\p044_clean.png,p044_scratch_thin_mask.png,data\processed\masks\p044_scratch_thin_mask.png,p044_scratch_thin_damaged.png,data\processed\masked\p044_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,7833.0,1.591142,1.328023,768,768,RGB,PNG,763801.0,ed7ed9f39aa6e8cb7b1e7f0637d18eb2cb412309cafdc7b0f166db32ea8bc9ce,2f8b839abd619d6a785073523ab118bcedbc75424d9713d8f3292e68f8934501,11b275d9014863afb80a854d6d5a489fbc7d0227c42fe531d8af4a1a87256288,ok,,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,The Metropolitan Museum of Art,Versailles,Auguste Renoir,high_texture_brushwork,canonical,data/processed/metadata/metadata_damaged_images.csv,canonical__p044_scratch_thin,p044_scratch_thin,p044_scratch_thin,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,data/processed/clean/p044_clean.png,True,True,data/processed/masked/p044_scratch_thin_damaged.png,True,True,data/processed/masks/p044_scratch_thin_mask.png,True,True,True,True,True,ok,True,120,100,2026
p044_zero_control,p044,p044_zero_control,zero_control,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p044_clean.png,data\processed\clean\p044_clean.png,p044_zero_control_mask.png,data\processed\masks\p044_zero_control_mask.png,p044_zero_control_damaged.png,data\processed\masked\p044_zero_control_damaged.png,white_fill,255.0,255.0,255.0,0.0,0.0,0.0,768,768,RGB,PNG,759092.0,ed7ed9f39aa6e8cb7b1e7f0637d18eb2cb412309cafdc7b0f166db32ea8bc9ce,49e2b0f2e0dc8fe44017bdabfa19ff50311b0bdd17623355fd396afa7862f30a,ed7ed9f39aa6e8cb7b1e7f0637d18eb2cb412309cafdc7b0f166db32ea8bc9ce,ok,,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,The Metropolitan Museum of Art,Versailles,Auguste Renoir,high_texture_brushwork,canonical,data/processed/metadata/metadata_damaged_images.csv,canonical__p044_zero_control,p044_zero_control,p044_zero_control,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,data/processed/clean/p044_clean.png,True,True,data/processed/masked/p044_zero_control_damaged.png,True,True,data/processed/masks/p044_zero_control_mask.png,True,True,True,True,True,ok,True,120,100,2026
p048_loss_large,p048,p048_loss_large,loss_large,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p048_clean.png,data\processed\clean\p048_clean.png,p048_loss_large_mask.png,data\processed\masks\p048_loss_large_mask.png,p048_loss_large_damaged.png,data\processed\masked\p048_loss_large_damaged.png,white_fill,255.0,255.0,255.0,69776.0,14.821234,11.82997,768,768,RGB,PNG,662058.0,693321bed03c7653dac8b9aedd5b9338ac2684e6a307a3cc926949ffbaea5ffb,6c4f280a3c17bdb44f382141b545e82bc9313c06bce3f66c703a9f6d8c46871b,1c050b94487f3866bba7716789c3b7867b8c3e4fe9cbe60f1b4e64cf4c488061,ok,,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,The Metropolitan Museum of Art,A Farm in Brittany,Paul Gauguin,high_texture_brushwork,canonical,data/processed/metadata/metadata_damaged_images.csv,canonical__p048_loss_large,p048_loss_large,p048_loss_large,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,data/processed/clean/p048_clean.png,True,True,data/processed/masked/p048_loss_large_damaged.png,True,True,data/processed/masks/p048_loss_large_mask.png,True,True,True,True,True,ok,True,120,100,2026
p048_loss_small,p048,p048_loss_small,loss_small,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p048_clean.png,data\processed\clean\p048_clean.png,p048_loss_small_mask.png,data\processed\masks\p048_loss_small_mask.png,p048_loss_small_damaged.png,data\processed\masked\p048_loss_small_damaged.png,white_fill,255.0,255.0,255.0,18114.0,3.847624,3.071086,768,768,RGB,PNG,742511.0,693321bed03c7653dac8b9aedd5b9338ac2684e6a307a3cc926949ffbaea5ffb,3762c1942ce9be127ba21d735259f1279025876db657a992bbc27ec025c369ba,167d7e628de77865445b5375ea705ebcfed8b69b7869769c8cc31e3db89a5243,ok,,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,The Metropolitan Museum of Art,A Farm in Brittany,Paul Gauguin,high_texture_brushwork,canonical,data/processed/metadata/metadata_damaged_images.csv,canonical__p048_loss_small,p048_loss_small,p048_loss_small,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,data/processed/clean/p048_clean.png,True,True,data/processed/masked/p048_loss_small_damaged.png,True,True,data/processed/masks/p048_loss_small_mask.png,True,True,True,True,True,ok,True,120,100,2026
p048_mixed_damage,p048,p048_mixed_damage,mixed_damage,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p048_clean.png,data\processed\clean\p048_clean.png,p048_mixed_damage_mask.png,data\processed\masks\p048_mixed_damage_mask.png,p048_mixed_damage_damaged.png,data\processed\masked\p048_mixed_damage_damaged.png,white_fill,255.0,255.0,255.0,41222.0,8.756032,6.988864,768,768,RGB,PNG,726406.0,693321bed03c7653dac8b9aedd5b9338ac2684e6a307a3cc926949ffbaea5ffb,20b389479ee31e7692784ed7199b3ef29a211bf7c9eb4150150875771df88e04,610f5b245d944bebd9f792b5329fbaca13f20a09d47c39dc17b6d2d8ce161462,ok,,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,The Metropolitan Museum of Art,A Farm in Brittany,Paul Gauguin,high_texture_brushwork,canonical,data/processed/metadata/metadata_damaged_images.csv,canonical__p048_mixed_damage,p048_mixed_damage,p048_mixed_damage,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,data/processed/clean/p048_clean.png,True,True,data/processed/masked/p048_mixed_damage_damaged.png,True,True,data/processed/masks/p048_mixed_damage_mask.png,True,True,True,True,True,ok,True,120,100,2026
p048_scratch_thin,p048,p048_scratch_thin,scratch_thin,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p048_clean.png,data\processed\clean\p048_clean.png,p048_scratch_thin_mask.png,data\processed\masks\p048_scratch_thin_mask.png,p048_scratch_thin_damaged.png,data\processed\masked\p048_scratch_thin_damaged.png,white_fill,255.0,255.0,255.0,8085.0,1.717348,1.370748,768,768,RGB,PNG,769134.0,693321bed03c7653dac8b9aedd5b9338ac2684e6a307a3cc926949ffbaea5ffb,daa94e3f1ffa31c28181d18dbfc8a33acd26e995c355270f17958f0bfcc9a7cc,7b4016cb5b3ce3757b1aa1b93ab5a5ef90d313ccc769975319ad2589fa54b091,ok,,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,The Metropolitan Museum of Art,A Farm in Brittany,Paul Gauguin,high_texture_brushwork,canonical,data/processed/metadata/metadata_damaged_images.csv,canonical__p048_scratch_thin,p048_scratch_thin,p048_scratch_thin,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,data/processed/clean/p048_clean.png,True,True,data/processed/masked/p048_scratch_thin_damaged.png,True,True,data/processed/masks/p048_scratch_thin_mask.png,True,True,True,True,True,ok,True,120,100,2026
p048_zero_control,p048,p048_zero_control,zero_control,canonical_damage_generator,2.0.0,2026-07-24T18:47:20.616478+00:00,generated,p048_clean.png,data\processed\clean\p048_clean.png,p048_zero_control_mask.png,data\processed\masks\p048_zero_control_mask.png,p048_zero_control_damaged.png,data\processed\masked\p048_zero_control_damaged.png,white_fill,255.0,255.0,255.0,0.0,0.0,0.0,768,768,RGB,PNG,766772.0,693321bed03c7653dac8b9aedd5b9338ac2684e6a307a3cc926949ffbaea5ffb,49e2b0f2e0dc8fe44017bdabfa19ff50311b0bdd17623355fd396afa7862f30a,693321bed03c7653dac8b9aedd5b9338ac2684e6a307a3cc926949ffbaea5ffb,ok,,1.1.0,painting_restoration_50_subset,1.0.0,04_damage_creation,The Metropolitan Museum of Art,A Farm in Brittany,Paul Gauguin,high_texture_brushwork,canonical,data/processed/metadata/metadata_damaged_images.csv,canonical__p048_zero_control,p048_zero_control,p048_zero_control,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,data/processed/clean/p048_clean.png,True,True,data/processed/masked/p048_zero_control_damaged.png,True,True,data/processed/masks/p048_zero_control_mask.png,True,True,True,True,True,ok,True,120,100,2026
p001__loss_large__size_10pct,p001,,loss_large,damage_size_sensitivity,1.1.0,2026-07-24T20:32:22.406177+00:00,generated,,data/processed/clean/p001_clean.png,,data/processed/masks/damage_size_sensitivity/p001__loss_large__size_10pct_mask.png,p001__loss_large__size_10pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p001__loss_large__size_10pct_damaged.png,constant_rgb,255.0,255.0,255.0,,,,768,768,,,653852.0,b5852f0337c8342a1a70268f9e9f682534177581d238713f67bf28e0033482a2,,875e372d35488bc485bedbe62a16fc59a02d779a6440db81c1e101eae2290f39,ok,,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,The Metropolitan Museum of Art,Juan de Pareja,Diego Velázquez,portrait_figure,damage_size_sensitivity,data/processed/metadata/metadata_damage_size_sensitivity.csv,damage_size_sensitivity__p001_loss_large_size_10pct,p001__loss_large__size_10pct,p001__loss_large__size_10pct,ok,p001_loss_large,loss_large,p001__loss_large__size_10pct__mask,10.0,50918.0,50905.0,9.997368338360983,8.630540635850695,-0.0026316616390147,0.0026316616390147,13.0,0.8587400104916972,69018.0,13.554628582202112,11.701456705729166,509184.0,52.0,0.0,715.0,768.0,1367668169.0,20260505.0,data/processed/masks/p001_loss_large_mask.png,p001__loss_large__size_10pct_mask.png,data/processed/masks/damage_size_sensitivity/p001__loss_large__size_10pct_mask.png,0c3aa0f9d930a7b8405439b8ec04e899f72bbe219472b0fa155dfa00afb20aad,7d20b0c2c6ee6afa540dc5bdc0f837f61f8eba0c66db8d56eb60fb1f7ded205e,2402.0,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,data/processed/clean/p001_clean.png,True,True,data/processed/damaged/damage_size_sensitivity/p001__loss_large__size_10pct_damaged.png,True,True,data/processed/masks/damage_size_sensitivity/p001__loss_large__size_10pct_mask.png,True,True,True,True,True,ok,True,120,100,2026
p018__loss_large__size_10pct,p018,,loss_large,damage_size_sensitivity,1.1.0,2026-07-24T20:32:26.070941+00:00,generated,,data/processed/clean/p018_clean.png,,data/processed/masks/damage_size_sensitivity/p018__loss_large__size_10pct_mask.png,p018__loss_large__size_10pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p018__loss_large__size_10pct_damaged.png,constant_rgb,255.0,255.0,255.0,,,,768,768,,,482808.0,3e223322b3ca2c6f52ebe54a266991be897dd8d6c670ad52393f3262e15574ac,,8bd85be641ba6413f55cb008f03bfe5330f12c05eff24d7dd0590f594ac1da58,ok,,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,The Metropolitan Museum of Art,Classical Landscape with Figures,Henri Mauperché,landscape_natural,damage_size_sensitivity,data/processed/metadata/metadata_damage_size_sensitivity.csv,damage_size_sensitivity__p018_loss_large_size_10pct,p018__loss_large__size_10pct,p018__loss_large__size_10pct,ok,p018_loss_large,loss_large,p018__loss_large__size_10pct__mask,10.0,38938.0,38979.0,10.010632396449704,6.60858154296875,0.0106323964497043,0.0106323964497043,41.0,0.959402548369255,42285.0,10.85968318540434,7.169087727864583,389376.0,0.0,130.0,768.0,637.0,115339684.0,20260505.0,data/processed/masks/p018_loss_large_mask.png,p018__loss_large__size_10pct_mask.png,data/processed/masks/damage_size_sensitivity/p018__loss_large__size_10pct_mask.png,92d98bfddf10642e2801429a64d7dd7660a89c5c00aa08b3b197e881486711a0,40e864bfaef8ae761b580bcd0b24684d36e2db85004a68244fdfca4f3f545836,2368.0,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,data/processed/clean/p018_clean.png,True,True,data/processed/damaged/damage_size_sensitivity/p018__loss_large__size_10pct_damaged.png,True,True,data/processed/masks/damage_size_sensitivity/p018__loss_large__size_10pct_mask.png,True,True,True,True,True,ok,True,120,100,2026
p026__loss_large__size_10pct,p026,,loss_large,damage_size_sensitivity,1.1.0,2026-07-24T20:32:28.862733+00:00,generated,,data/processed/clean/p026_clean.png,,data/processed/masks/damage_size_sensitivity/p026__loss_large__size_10pct_mask.png,p026__loss_large__size_10pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p026__loss_large__size_10pct_damaged.png,constant_rgb,255.0,255.0,255.0,,,,768,768,,,697483.0,48819acb8a3147c0230f636c58eaaa127b2bdde3b71bb7e4f101b4e2ac97b3ee,,4a3145aaaaa579b1bc89b9bf6625de1a0e96f5d7dac2f49523bef7629cf29b4d,ok,,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,Rijksmuseum,View of a Village along a River,attributed to Jan Brueghel I,architecture_structured,damage_size_sensitivity,data/processed/metadata/metadata_damage_size_sensitivity.csv,damage_size_sensitivity__p026_loss_large_size_10pct,p026__loss_large__size_10pct,p026__loss_large__size_10pct,ok,p026_loss_large,loss_large,p026__loss_large__size_10pct__mask,10.0,40627.0,40622.0,9.998720069313167,6.887139214409722,-0.0012799306868309,0.0012799306868309,5.0,0.8780776694147632,52670.0,12.964221014492754,8.92978244357639,406272.0,0.0,119.0,768.0,648.0,2820786575.0,20260505.0,data/processed/masks/p026_loss_large_mask.png,p026__loss_large__size_10pct_mask.png,data/processed/masks/damage_size_sensitivity/p026__loss_large__size_10pct_mask.png,8ef7cd4b93472ee54a398d00371049aa7208ab828d6a838dc40f7590546bec90,8501d0097c0b75dafbc9832e475eb0d9e0041cedfeed28e4145e3711a4558d5d,2315.0,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,data/processed/clean/p026_clean.png,True,True,data/processed/damaged/damage_size_sensitivity/p026__loss_large__size_10pct_damaged.png,True,True,data/processed/masks/damage_size_sensitivity/p026__loss_large__size_10pct_mask.png,True,True,True,True,True,ok,True,120,100,2026
p039__loss_large__size_10pct,p039,,loss_large,damage_size_sensitivity,1.1.0,2026-07-24T20:32:31.694594+00:00,generated,,data/processed/clean/p039_clean.png,,data/processed/masks/damage_size_sensitivity/p039__loss_large__size_10pct_mask.png,p039__loss_large__size_10pct_damaged.png,data/processed/damaged/damage_size_sensitivity/p039__loss_large__size_10pct_damaged.png,constant_rgb,255.0,255.0,255.0,,,,768,768,,,651491.0,adc7c740921e37111c263492b14ccf28e00ec71749fd54ff92a6a8b1440b58f2,,d872eebd0f1706057ef21a3b3cf8291c23f3076361f1c9fb63f59d2a71207d15,ok,,1.1.0,painting_restoration_50_subset,1.0.0,05_damage_size_sensitivity,Art Institute of Chicago,Painting with Troika,Wassily Kandinsky,abstraction_surrealism,damage_size_sensitivity,data/processed/metadata/metadata_damage_size_sensitivity.csv,damage_size_sensitivity__p039_loss_large_size_10pct,p039__loss_large__size_10pct,p039__loss_large__size_10pct,ok,p039_loss_large,loss_large,p039__loss_large__size_10pct__mask,10.0,43315.0,43405.0,10.020731752364066,7.358974880642361,0.0207317523640657,0.0207317523640657,90.0,0.958079367816994,47259.0,10.91048869680851,8.01239013671875,433152.0,0.0,102.0,768.0,666.0,2859847220.0,20260505.0,data/processed/masks/p039_loss_large_mask.png,p039__loss_large__size_10pct_mask.png,data/processed/masks/damage_size_sensitivity/p039__loss_large__size_10pct_mask.png,b0cc38b754bcb08838e9d308f4bdaff1345a4c4669625ed00e6bb833dcdb4ac2,f7e36fe2d60e6908ddc247e81eefaf6eaefd576fbcc0e70f7489820a3a21b07e,2434.0,2026-07-24T20:32:19.955682+00:00,2026-07-24T20:32:36.343652+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,data/processed/clean/p039_clean.png,True,True,data/processed/damaged/damage_size_sensitivity/p039__loss_large__size_10pct_damaged.png,True,True,data/processed/masks/damage_size_sensitivity/p039__loss_large__size_10pct_mask.png,True,True,True,True,True,ok,True,120,100,2026
