case_id,painting_id,mask_id,mask_type,category,title,overall_metric_vote,metric_ties,mixed_metric_outcome,opencv_telea_metric_wins,lama_metric_wins,stable_diffusion_inpainting_metric_wins,overall_metric_vote_display
p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,tie_lama_opencv_telea,0,True,3,3,0,tie_lama_opencv_telea
p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,tie_lama_opencv_telea,0,True,3,3,0,tie_lama_opencv_telea
p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,tie_lama_opencv_telea,0,True,3,3,0,tie_lama_opencv_telea
p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,opencv_telea,0,True,4,2,0,OpenCV Telea
p042_loss_large,p042,p042_loss_large,loss_large,high_texture_brushwork,View of Beirut,lama,0,True,1,5,0,LaMa
p042_loss_small,p042,p042_loss_small,loss_small,high_texture_brushwork,View of Beirut,lama,0,True,1,5,0,LaMa
p042_mixed_damage,p042,p042_mixed_damage,mixed_damage,high_texture_brushwork,View of Beirut,lama,0,True,1,5,0,LaMa
p042_scratch_thin,p042,p042_scratch_thin,scratch_thin,high_texture_brushwork,View of Beirut,tie_lama_opencv_telea,0,True,3,3,0,tie_lama_opencv_telea
p043_loss_large,p043,p043_loss_large,loss_large,high_texture_brushwork,The Card Players,lama,0,True,0,4,2,LaMa
p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,The Card Players,lama,0,False,0,6,0,LaMa
p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,The Card Players,lama,0,False,0,6,0,LaMa
p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,lama,0,True,1,5,0,LaMa
p044_loss_large,p044,p044_loss_large,loss_large,high_texture_brushwork,Versailles,lama,0,True,1,5,0,LaMa
p044_loss_small,p044,p044_loss_small,loss_small,high_texture_brushwork,Versailles,lama,0,True,1,5,0,LaMa
p044_mixed_damage,p044,p044_mixed_damage,mixed_damage,high_texture_brushwork,Versailles,lama,0,True,1,5,0,LaMa
p044_scratch_thin,p044,p044_scratch_thin,scratch_thin,high_texture_brushwork,Versailles,lama,0,True,1,5,0,LaMa
p045_loss_large,p045,p045_loss_large,loss_large,high_texture_brushwork,Two Girls with Parasols,lama,0,True,1,5,0,LaMa
p045_loss_small,p045,p045_loss_small,loss_small,high_texture_brushwork,Two Girls with Parasols,lama,0,False,0,6,0,LaMa
p045_mixed_damage,p045,p045_mixed_damage,mixed_damage,high_texture_brushwork,Two Girls with Parasols,lama,0,True,1,5,0,LaMa
p045_scratch_thin,p045,p045_scratch_thin,scratch_thin,high_texture_brushwork,Two Girls with Parasols,lama,0,False,0,6,0,LaMa
p046_loss_large,p046,p046_loss_large,loss_large,high_texture_brushwork,Boating,lama,0,True,1,4,1,LaMa
p046_loss_small,p046,p046_loss_small,loss_small,high_texture_brushwork,Boating,lama,0,False,0,6,0,LaMa
p046_mixed_damage,p046,p046_mixed_damage,mixed_damage,high_texture_brushwork,Boating,lama,0,False,0,6,0,LaMa
p046_scratch_thin,p046,p046_scratch_thin,scratch_thin,high_texture_brushwork,Boating,lama,0,True,2,4,0,LaMa
p047_loss_large,p047,p047_loss_large,loss_large,high_texture_brushwork,The Dance Class,lama,0,True,1,5,0,LaMa
p047_loss_small,p047,p047_loss_small,loss_small,high_texture_brushwork,The Dance Class,lama,0,False,0,6,0,LaMa
p047_mixed_damage,p047,p047_mixed_damage,mixed_damage,high_texture_brushwork,The Dance Class,lama,0,False,0,6,0,LaMa
p047_scratch_thin,p047,p047_scratch_thin,scratch_thin,high_texture_brushwork,The Dance Class,lama,0,True,1,5,0,LaMa
p048_loss_large,p048,p048_loss_large,loss_large,high_texture_brushwork,A Farm in Brittany,lama,0,True,1,4,1,LaMa
p048_loss_small,p048,p048_loss_small,loss_small,high_texture_brushwork,A Farm in Brittany,lama,0,True,1,5,0,LaMa
p048_mixed_damage,p048,p048_mixed_damage,mixed_damage,high_texture_brushwork,A Farm in Brittany,lama,0,True,1,5,0,LaMa
p048_scratch_thin,p048,p048_scratch_thin,scratch_thin,high_texture_brushwork,A Farm in Brittany,lama,0,True,2,4,0,LaMa
p049_loss_large,p049,p049_loss_large,loss_large,high_texture_brushwork,Peonies,lama,0,False,0,6,0,LaMa
p049_loss_small,p049,p049_loss_small,loss_small,high_texture_brushwork,Peonies,tie_lama_opencv_telea,0,True,3,3,0,tie_lama_opencv_telea
p049_mixed_damage,p049,p049_mixed_damage,mixed_damage,high_texture_brushwork,Peonies,lama,0,True,1,5,0,LaMa
p049_scratch_thin,p049,p049_scratch_thin,scratch_thin,high_texture_brushwork,Peonies,tie_lama_opencv_telea,0,True,3,3,0,tie_lama_opencv_telea
p050_loss_large,p050,p050_loss_large,loss_large,high_texture_brushwork,Landscape with a Sunlit Stream,lama,0,True,1,4,1,LaMa
p050_loss_small,p050,p050_loss_small,loss_small,high_texture_brushwork,Landscape with a Sunlit Stream,tie_lama_opencv_telea,0,True,3,3,0,tie_lama_opencv_telea
