case_id,selection_reasons,selection_count,first_selection_sort_column,first_selection_sort_value,painting_id,mask_id,mask_type,category,seed_count,seeds,bbox_margin,boundary_dilation_iterations,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,mask_pixel_count,boundary_ring_pixel_count,image_height,image_width,clean_image_path,damaged_image_path,mask_path,global_pixel_count,global_mean_uncertainty,global_median_uncertainty,global_std_uncertainty,global_max_uncertainty,global_p95_uncertainty,masked_pixel_count,masked_mean_uncertainty,masked_median_uncertainty,masked_std_uncertainty,masked_max_uncertainty,masked_p95_uncertainty,bbox_pixel_count,bbox_mean_uncertainty,bbox_median_uncertainty,bbox_std_uncertainty,bbox_max_uncertainty,bbox_p95_uncertainty,boundary_pixel_count,boundary_mean_uncertainty,boundary_median_uncertainty,boundary_std_uncertainty,boundary_max_uncertainty,boundary_p95_uncertainty,outside_mask_pixel_count,outside_mask_mean_uncertainty,outside_mask_median_uncertainty,outside_mask_std_uncertainty,outside_mask_max_uncertainty,outside_mask_p95_uncertainty,masked_vs_global_mean_uncertainty_ratio,boundary_vs_global_mean_uncertainty_ratio,outside_vs_global_mean_uncertainty_ratio,heatmap_png_path,overlay_png_path,compact_figure_path,heatmap_status,heatmap_error_message,original_case_id,title,uncertainty_selection_role,num_seed_outputs,mask_fraction,full_std_mean,full_std_max,full_variance_mean,full_mad_mean,masked_std_mean,masked_std_max,masked_variance_mean,masked_mad_mean,bbox_std_mean,bbox_std_max,bbox_variance_mean,bbox_mad_mean,lpips_pair_count,mean_pairwise_lpips,median_pairwise_lpips,max_pairwise_lpips,range_pairwise_lpips,feature_pair_count,mean_pairwise_clip_similarity,mean_pairwise_dinov2_similarity,mean_clip_uncertainty_distance,mean_dinov2_uncertainty_distance,max_clip_uncertainty_distance,max_dinov2_uncertainty_distance,range_pairwise_clip_similarity,range_pairwise_dinov2_similarity,masked_std_mean_normalized,masked_mad_mean_normalized,bbox_std_mean_normalized,mean_pairwise_lpips_normalized,mean_clip_uncertainty_distance_normalized,mean_dinov2_uncertainty_distance_normalized,combined_uncertainty_index,uncertainty_rank_high_to_low,refined_overall_metric_vote,refined_metric_ties,refined_mixed_metric_outcome,refined_stable_diffusion_metric_wins,stable_diffusion_inpainting_mse_improvement,stable_diffusion_inpainting_psnr_improvement,stable_diffusion_inpainting_ssim_improvement,stable_diffusion_inpainting_lpips_improvement,stable_diffusion_inpainting_clip_improvement,stable_diffusion_inpainting_dinov2_improvement,winner_mse_improvement,winner_psnr_improvement,winner_ssim_improvement,winner_lpips_improvement,winner_clip_improvement,winner_dinov2_improvement,stable_diffusion_won_refined_vote,stable_diffusion_zero_metric_wins,stable_diffusion_low_metric_wins,uncertainty_performance_quadrant,selected_detail_figure_path
p009_mixed_damage,highest_boundary_uncertainty,1,boundary_mean_uncertainty,8.090476036071777,p009,p009_mixed_damage,mixed_damage,portrait_figure,4,"2026,2027,2028,2029",16,8,59,22,695,768,636,746,47792,58080,768,768,data/processed/clean/p009_clean.png,data/processed/masked/p009_mixed_damage_damaged.png,data/processed/masks/p009_mixed_damage_mask.png,589824,5.203534126281738,2.7969462871551514,6.918034553527832,79.4578628540039,19.489064884185787,47792,21.4506893157959,19.825096130371094,12.087997436523438,79.4578628540039,43.381598663330074,474456,6.108597755432129,3.473705291748047,7.423000812530518,79.4578628540039,22.247615337371826,58080,8.090476036071777,6.219815254211426,6.228710651397705,67.63603973388672,20.532101345062255,542032,3.770991563796997,2.5591111183166504,3.724039316177368,67.63603973388672,10.581870317459101,4.122330853223499,1.5548040666555416,0.7246981503404942,outputs/figures/uncertainty_heatmaps/heatmap_images/p009_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p009_mixed_damage_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p009_mixed_damage_uncertainty_compact.png,ok,,p009_mixed_damage,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,0.0810275607638889,0.0204060170799493,0.311599463224411,0.0012675664620473,0.0176853891462087,0.0841203480958938,0.311599463224411,0.0103098601102828,0.0730425715446472,0.0239552818238735,0.311599463224411,0.0015626332024112,0.0207551252096891,6,0.0820663223663965,0.081074621528387,0.0907122865319252,0.0173064842820167,6,0.9858009417851766,0.9335311651229858,0.0141990582148234,0.0664688348770141,0.0163485407829284,0.0938945412635803,0.0040326714515686,0.0613133311271667,0.4252115759162828,0.4133295049639196,0.1905413837811257,0.1418964505191824,0.0412241095604175,0.0903753960551349,0.2170964034660105,13,lama,0,True,0,25780.467529296875,11.205875655599698,-0.3869910280611229,0.1466403007507324,0.0500679016113281,0.2007525563240051,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region,outputs/figures/uncertainty_heatmaps/selected_cases/p009_mixed_damage_uncertainty_selected_detail.png
p026_loss_large,category_representative_high_uncertainty__architecture_structured,1,masked_mean_uncertainty,21.28169059753418,p026,p026_loss_large,loss_large,architecture_structured,4,"2026,2027,2028,2029",16,8,264,156,527,465,263,309,44723,9010,768,768,data/processed/clean/p026_clean.png,data/processed/masked/p026_loss_large_damaged.png,data/processed/masks/p026_loss_large_mask.png,589824,3.5792529582977295,1.52712082862854,6.368398666381836,57.70936584472656,14.815586709976163,44723,21.28169059753418,18.88775062561035,11.909985542297363,57.70936584472656,43.58642578125001,81267,13.682293891906738,9.30224895477295,12.392446517944336,57.70936584472656,40.617326736450195,9010,5.811616897583008,4.90391206741333,3.849020481109619,43.49507522583008,12.992852115631104,545101,2.12684965133667,1.3950995206832886,2.1036860942840576,43.49507522583008,6.18473482131958,5.945847020602073,1.6236954887117065,0.5942160753024915,outputs/figures/uncertainty_heatmaps/heatmap_images/p026_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p026_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p026_loss_large_uncertainty_compact.png,ok,,p026_loss_large,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.0758243136935764,0.0140362847596406,0.2263112515211105,0.0008452082402072,0.0121386386454105,0.0834576189517974,0.2263112515211105,0.0093914177268743,0.0722278729081153,0.0536560639739036,0.2263112515211105,0.0053861555643379,0.0464281477034091,6,0.3453392585118611,0.3450138568878174,0.3842743039131164,0.0790233612060546,6,0.905925710995992,0.7667086124420166,0.0940742890040079,0.2332913875579834,0.1077769994735717,0.2950150966644287,0.0238756537437438,0.1314338445663452,0.4194279351862917,0.4054010824206968,0.5547016846119865,0.7602847063109384,0.3912403903916976,0.3735938982564296,0.4841082828630068,5,lama,0,True,0,15584.4873046875,9.242691882745962,-0.19169074574643,0.1832665205001831,0.1421346664428711,0.1255364418029785,lama,lama,opencv_telea,lama,lama,lama,False,True,True,high_uncertainty_low_reference_performance,outputs/figures/uncertainty_heatmaps/selected_cases/p026_loss_large_uncertainty_selected_detail.png
p041_loss_large,highest_boundary_uncertainty,1,boundary_mean_uncertainty,10.067052841186523,p041,p041_loss_large,loss_large,high_texture_brushwork,4,"2026,2027,2028,2029",16,8,0,226,347,615,347,389,67806,12210,768,768,data/processed/clean/p041_clean.png,data/processed/masked/p041_loss_large_damaged.png,data/processed/masks/p041_loss_large_mask.png,589824,4.842395782470703,2.889361619949341,5.826305389404297,57.20087814331055,17.214728450775144,67806,16.199604034423828,14.552562713623047,8.024327278137207,57.20087814331055,31.8979549407959,134983,11.128538131713867,9.180901527404785,8.376039505004883,57.20087814331055,27.84377784729004,12210,10.067052841186523,8.702056884765625,5.83103609085083,50.41182327270508,21.510182857513428,522018,3.3671844005584717,2.4770967960357666,3.3257877826690674,50.41182327270508,9.628257417678826,3.345369674162552,2.0789405229616884,0.6953550566424178,outputs/figures/uncertainty_heatmaps/heatmap_images/p041_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p041_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p041_loss_large_uncertainty_compact.png,ok,,p041_loss_large,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.114959716796875,0.0189897902309894,0.2243171483278274,0.0009500824380666,0.0164153203368186,0.0635278671979904,0.2243171483278274,0.0054670614190399,0.0548385679721832,0.0436413362622261,0.2243171483278274,0.0032302904874086,0.0376949198544025,6,0.2427143827080726,0.240731805562973,0.2538157105445862,0.0223075151443481,6,0.9796326657136282,0.9108543197313944,0.0203673342863718,0.0891456802686055,0.0266484022140502,0.1265467405319214,0.0103778839111328,0.0562515258789062,0.2455008866948694,0.2361731604839044,0.4319114416546994,0.5192344150113949,0.0682537284844896,0.1288744004357908,0.2716580054608581,12,tie_lama_opencv_telea,0,True,0,17959.410888671875,11.082781965835052,-0.2850412498810883,0.2488380968570709,0.1496609449386596,0.2249387502670288,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,False,True,True,middle_region,outputs/figures/uncertainty_heatmaps/selected_cases/p041_loss_large_uncertainty_selected_detail.png
p018_scratch_thin,mask_type_representative_high_uncertainty__scratch_thin,1,masked_mean_uncertainty,15.35952377319336,p018,p018_scratch_thin,scratch_thin,landscape_natural,4,"2026,2027,2028,2029",16,8,0,116,768,653,768,537,11250,72299,768,768,data/processed/clean/p018_clean.png,data/processed/masked/p018_scratch_thin_damaged.png,data/processed/masks/p018_scratch_thin_mask.png,589824,2.3372459411621094,1.2975001335144043,3.79583477973938,85.37081909179688,6.938157820701594,11250,15.35952377319336,10.020513534545898,13.980445861816406,78.2441635131836,44.81414470672605,412416,2.974468469619751,1.8320246934890747,4.38377046585083,85.37081909179688,8.501887321472168,72299,4.709848880767822,2.9503486156463623,5.759941101074219,85.37081909179688,14.310753917694075,578574,2.0840365886688232,1.273932933807373,2.743462085723877,85.37081909179688,6.147732901573179,6.571633492639661,2.0151276242134566,0.8916633645819829,outputs/figures/uncertainty_heatmaps/heatmap_images/p018_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p018_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p018_scratch_thin_uncertainty_compact.png,ok,,p018_scratch_thin,Classical Landscape with Figures,relatively_strong_stable_diffusion,4,0.019073486328125,0.009165670722723,0.334787517786026,0.0003150908160023,0.0079326815903186,0.0602334327995777,0.3068398535251617,0.0067728711292147,0.0523420944809913,0.0116645833477377,0.334787517786026,0.0004448961117304,0.010094566270709,6,0.0462459515159328,0.0468093194067478,0.0627303943037986,0.0366184618324041,6,0.982541799545288,0.971736083428065,0.0174582004547119,0.028263916571935,0.0311092138290405,0.0334345698356628,0.0241661667823791,0.0117571949958801,0.216750340353765,0.211878168669038,0.0398455390763609,0.0577598241862987,0.0555057940605437,0.0255140235057044,0.1012089483086184,29,lama,0,True,0,36395.1982421875,10.416011550036568,-0.2019508745028855,0.1852278709411621,0.0600785613059997,0.0075247287750244,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region,outputs/figures/uncertainty_heatmaps/selected_cases/p018_scratch_thin_uncertainty_selected_detail.png
p041_loss_small,highest_boundary_uncertainty,1,boundary_mean_uncertainty,9.221172332763672,p041,p041_loss_small,loss_small,high_texture_brushwork,4,"2026,2027,2028,2029",16,8,50,120,511,516,461,396,19064,17162,768,768,data/processed/clean/p041_clean.png,data/processed/masked/p041_loss_small_damaged.png,data/processed/masks/p041_loss_small_mask.png,589824,3.6605825424194336,2.5375828742980957,3.8785035610198975,51.2422981262207,11.19445571899413,19064,13.953582763671875,12.92695426940918,6.442576885223389,51.2422981262207,26.25206546783447,182556,5.996814727783203,4.263533115386963,5.121059894561768,51.2422981262207,16.72963523864746,17162,9.221172332763672,7.866305351257324,5.347509860992432,48.2810173034668,19.881757450103756,570760,3.3167850971221924,2.4385812282562256,3.240673303604126,48.2810173034668,9.491144609451288,3.811847585420349,2.5190450428905122,0.9060812178460472,outputs/figures/uncertainty_heatmaps/heatmap_images/p041_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p041_loss_small_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p041_loss_small_uncertainty_compact.png,ok,,p041_loss_small,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.0323215060763888,0.0143552254885435,0.2009502202272415,0.0004650825867429,0.0124259879812598,0.0547199323773384,0.2009502202272415,0.0039465138688683,0.0474286079406738,0.0235169176012277,0.2009502202272415,0.0010196579387411,0.0203667283058166,6,0.0886024348437786,0.0879779085516929,0.0933775305747985,0.0074313282966613,6,0.9914069871107736,0.9699167708555856,0.0085930128892262,0.0300832291444142,0.0101571679115295,0.0503121018409729,0.003176987171173,0.0292526483535766,0.1686339931386969,0.1640614721566789,0.1851666146458959,0.1572487888708684,0.0166582070190407,0.0286027124960889,0.1200619647212116,27,tie_lama_opencv_telea,0,True,0,15176.734130859377,12.475086139614726,-0.5857347173309745,0.0792187005281448,0.0791932344436645,0.0887479782104492,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,False,True,True,middle_region,outputs/figures/uncertainty_heatmaps/selected_cases/p041_loss_small_uncertainty_selected_detail.png
p009_scratch_thin,uncertainty_performance_quadrant__low_uncertainty_low_reference_performance,1,masked_mean_uncertainty,13.612812995910645,p009,p009_scratch_thin,scratch_thin,portrait_figure,4,"2026,2027,2028,2029",16,8,59,43,708,751,649,708,9528,57787,768,768,data/processed/clean/p009_clean.png,data/processed/masked/p009_scratch_thin_damaged.png,data/processed/masks/p009_scratch_thin_mask.png,589824,3.316187858581543,2.2843337059020996,3.465594530105591,63.51277160644531,9.101200675964352,9528,13.612812995910645,10.551675796508789,9.681342124938965,63.5125846862793,33.434691429138184,459492,3.783984422683716,2.6684978008270264,3.728630781173706,63.51277160644531,10.115617799758892,57787,6.0193963050842285,4.239167213439941,5.445667743682861,63.51277160644531,17.077960968017575,580296,3.147125244140625,2.2508745193481445,2.9831604957580566,63.51277160644531,8.420557260513306,4.104958324249992,1.815155396385594,0.9490189847075122,outputs/figures/uncertainty_heatmaps/heatmap_images/p009_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p009_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p009_scratch_thin_uncertainty_compact.png,ok,,p009_scratch_thin,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,0.0161539713541666,0.0130046578124165,0.2490696907043457,0.0003862209850922,0.0112470276653766,0.0533835813403129,0.2490689605474472,0.0045868861488997,0.0462599396705627,0.0148391518741846,0.2490696907043457,0.0004724125028587,0.0128345703706145,6,0.0216552540659904,0.0217820787802338,0.0241857655346393,0.0043428018689155,6,0.9947430491447448,0.97593292593956,0.0052569508552551,0.02406707406044,0.006634771823883,0.032216191291809,0.0036892890930175,0.0204541683197021,0.1569716506022984,0.1526883147180683,0.0787688180580184,0.0,0.0020394570734552,0.0183889470038873,0.0681428645759546,32,opencv_telea,0,True,0,17224.64697265625,6.4813496088069416,-0.4429015632988266,0.0703356564044952,0.0310767889022827,-0.0080227851867675,opencv_telea,opencv_telea,opencv_telea,lama,lama,opencv_telea,False,True,True,low_uncertainty_low_reference_performance,outputs/figures/uncertainty_heatmaps/selected_cases/p009_scratch_thin_uncertainty_selected_detail.png
p037_scratch_thin,uncertainty_performance_quadrant__low_uncertainty_low_reference_performance,1,masked_mean_uncertainty,12.810831069946289,p037,p037_scratch_thin,scratch_thin,abstraction_surrealism,4,"2026,2027,2028,2029",16,8,0,78,768,689,768,611,12338,78759,768,768,data/processed/clean/p037_clean.png,data/processed/masked/p037_scratch_thin_damaged.png,data/processed/masks/p037_scratch_thin_mask.png,589824,2.30096697807312,1.4600590467453003,3.1264114379882812,69.43976593017578,6.455952405929563,12338,12.810831069946289,9.046845436096191,10.942496299743652,69.43976593017578,38.27594299316405,469248,2.675647258758545,1.771499514579773,3.4016871452331543,69.43976593017578,7.338116073608397,78759,4.282959461212158,3.0044548511505127,4.20039701461792,65.87943267822266,11.995164775848373,577486,2.0764236450195312,1.429765224456787,2.239359140396118,65.87943267822266,5.631975531578064,5.567585774307157,1.8613737108843973,0.9024134877999157,outputs/figures/uncertainty_heatmaps/heatmap_images/p037_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p037_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p037_scratch_thin_uncertainty_compact.png,ok,,p037_scratch_thin,In the Sea,relatively_strong_stable_diffusion,4,0.0209181043836805,0.0090234037488698,0.2723128199577331,0.0002391812013229,0.0078148869797587,0.0502385534346103,0.2723128199577331,0.004451020155102,0.0438620597124099,0.0104927327483892,0.2723128199577331,0.0002972563670482,0.009092784486711,6,0.0457845566173394,0.0456430166959762,0.0593476854264736,0.0276185944676399,6,0.9843767086664836,0.970800091822942,0.0156232913335164,0.0291999081770579,0.0213454365730285,0.0338578224182128,0.0093387961387634,0.0117143988609313,0.1295249755097439,0.1293528079875157,0.0254775179033172,0.0566760774451799,0.0474651529266317,0.0271030780802549,0.0692666016421072,31,opencv_telea,0,False,0,19806.36828613281,12.572466354418928,-0.1745834234708793,0.1940653175115585,0.1726832389831543,-0.0182195305824279,opencv_telea,opencv_telea,opencv_telea,opencv_telea,opencv_telea,opencv_telea,False,True,True,low_uncertainty_low_reference_performance,outputs/figures/uncertainty_heatmaps/selected_cases/p037_scratch_thin_uncertainty_selected_detail.png
p010_mixed_damage,highest_outside_mask_uncertainty,1,outside_mask_mean_uncertainty,4.253804683685303,p010,p010_mixed_damage,mixed_damage,portrait_figure,4,"2026,2027,2028,2029",16,8,0,20,768,747,768,727,48195,94161,768,768,data/processed/clean/p010_clean.png,data/processed/masked/p010_mixed_damage_damaged.png,data/processed/masks/p010_mixed_damage_mask.png,589824,4.872225761413574,3.5290253162384033,4.7710065841674805,76.78975677490234,12.614584589004513,48195,11.822221755981445,8.705855369567871,9.958589553833008,76.78975677490234,34.50956802368163,558336,5.043548107147217,3.712414264678955,4.846464157104492,76.78975677490234,12.889538288116455,94161,6.550951957702637,5.411801815032959,4.748480796813965,59.76040267944336,15.537635803222656,541629,4.253804683685303,3.3006649017333984,3.3589956760406494,59.76040267944336,10.52730350494384,2.426451956587282,1.3445501635286525,0.8730721611143957,outputs/figures/uncertainty_heatmaps/heatmap_images/p010_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p010_mixed_damage_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p010_mixed_damage_uncertainty_compact.png,ok,,p010_mixed_damage,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.0817108154296875,0.0191067680716514,0.3011362850666046,0.0007330390508286,0.016521805897355,0.0463616624474525,0.3011362850666046,0.0037515857256948,0.0402996093034744,0.0197786167263984,0.3011362850666046,0.0007712992373853,0.0171111021190881,6,0.099635815868775,0.1004363074898719,0.1052141785621643,0.0111117139458656,6,0.980422705411911,0.8984879752000173,0.0195772945880889,0.1015120247999827,0.0281027555465698,0.1479007005691528,0.0139753222465515,0.0902369618415832,0.0956913274518572,0.0946840226664121,0.1393314321144242,0.1831645299547282,0.064791744660845,0.1498690292770108,0.1212553476875463,26,lama,0,True,0,39206.937255859375,15.686700452572396,-0.3860181992343435,0.3061521053314209,0.1509695053100586,0.1639707386493683,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region,outputs/figures/uncertainty_heatmaps/selected_cases/p010_mixed_damage_uncertainty_selected_detail.png
p026_scratch_thin,lowest_masked_uncertainty,1,masked_mean_uncertainty,11.179726600646973,p026,p026_scratch_thin,scratch_thin,architecture_structured,4,"2026,2027,2028,2029",16,8,95,103,768,532,673,429,6537,38618,768,768,data/processed/clean/p026_clean.png,data/processed/masked/p026_scratch_thin_damaged.png,data/processed/masks/p026_scratch_thin_mask.png,589824,2.368278980255127,1.5106201171875,2.6319563388824463,56.731754302978516,6.828361701965329,6537,11.179726600646973,8.957554817199707,7.691793918609619,54.69322204589844,26.992398071289063,288717,3.1284594535827637,2.0136778354644775,3.29201078414917,56.731754302978516,8.934615325927737,38618,5.0035505294799805,3.485072135925293,4.705190181732178,56.731754302978516,14.195217275619513,583287,2.2695281505584717,1.4933298826217651,2.3370654582977295,56.731754302978516,6.444287490844717,4.720612160412156,2.1127369495183355,0.9583026999340069,outputs/figures/uncertainty_heatmaps/heatmap_images/p026_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p026_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p026_scratch_thin_uncertainty_compact.png,ok,,p026_scratch_thin,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.0110829671223958,0.0092873685061931,0.2224774956703186,0.0002015334321185,0.0080281822010874,0.0438420698046684,0.2144832164049148,0.0029691976960748,0.0376864857971668,0.012268466874957,0.2224774956703186,0.0003313769411761,0.0105989659205079,6,0.0515746319045623,0.0517221298068761,0.0540868416428566,0.0054797641932964,6,0.987702508767446,0.9714116156101228,0.0122974912325541,0.0285883843898773,0.015765905380249,0.0398820638656616,0.0047923326492309,0.0209540128707885,0.0737028291918911,0.069253825061282,0.0472497348927582,0.0702760874203427,0.0328913711594215,0.026064880017209,0.0532397879571507,35,opencv_telea,0,True,0,19218.38732910156,10.496163432547377,-0.3547534756914147,0.1358342617750167,0.0497865080833435,0.0268035531044006,opencv_telea,opencv_telea,opencv_telea,opencv_telea,lama,opencv_telea,False,True,True,low_uncertainty_low_reference_performance,outputs/figures/uncertainty_heatmaps/selected_cases/p026_scratch_thin_uncertainty_selected_detail.png
p021_scratch_thin,lowest_masked_uncertainty,1,masked_mean_uncertainty,10.541261672973633,p021,p021_scratch_thin,scratch_thin,architecture_structured,4,"2026,2027,2028,2029",16,8,43,0,724,768,681,768,7395,41514,768,768,data/processed/clean/p021_clean.png,data/processed/masked/p021_scratch_thin_damaged.png,data/processed/masks/p021_scratch_thin_mask.png,589824,2.5999815464019775,1.7165160179138184,3.0490124225616455,78.5604248046875,7.388418483734128,7395,10.541261672973633,6.8075408935546875,10.484989166259766,78.5604248046875,31.322478485107414,523008,2.820600748062134,1.906458854675293,3.1685357093811035,78.5604248046875,7.83124983310699,41514,4.9507951736450195,3.0311460494995117,5.4507670402526855,66.34476470947266,15.503261089324944,582429,2.499152183532715,1.694857120513916,2.6847360134124756,66.34476470947266,7.014573001861567,4.054360173062655,1.9041654974261624,0.9612191968743052,outputs/figures/uncertainty_heatmaps/heatmap_images/p021_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p021_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p021_scratch_thin_uncertainty_compact.png,ok,,p021_scratch_thin,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,4,0.0125376383463541,0.0101960059255361,0.3080800771713257,0.0002538758271839,0.0088175684213638,0.0413382835686206,0.3080800771713257,0.0034426639322191,0.035794548690319,0.0110611785203218,0.3080800771713257,0.0002844961127266,0.009565994143486,6,0.0223700987795988,0.0221392633393406,0.0240996051579713,0.0032638069242239,6,0.995208462079366,0.9846044580141704,0.0047915379206339,0.0153955419858296,0.0069469809532165,0.0183755159378051,0.0037485361099243,0.0069842934608459,0.0518522735267386,0.0508420146866546,0.0324472125823106,0.0016790619730317,0.0,0.003667086640928,0.0234146082349439,39,lama,0,False,0,31118.88256835937,10.999164138235503,-0.2750102441315704,0.1030701324343681,0.0191894173622131,-0.0153008103370666,lama,lama,lama,lama,lama,lama,False,True,True,low_uncertainty_low_reference_performance,outputs/figures/uncertainty_heatmaps/selected_cases/p021_scratch_thin_uncertainty_selected_detail.png
p011_scratch_thin,lowest_masked_uncertainty,1,masked_mean_uncertainty,9.219170570373535,p011,p011_scratch_thin,scratch_thin,landscape_natural,4,"2026,2027,2028,2029",16,8,0,104,768,664,768,560,10323,58281,768,768,data/processed/clean/p011_clean.png,data/processed/masked/p011_scratch_thin_damaged.png,data/processed/masks/p011_scratch_thin_mask.png,589824,1.7573590278625488,1.0991612672805786,2.4034972190856934,60.33335494995117,5.237326979637138,10323,9.219170570373535,6.921708583831787,7.5680437088012695,60.33335494995117,24.379153442382812,430080,2.145772695541382,1.369267463684082,2.7090139389038086,60.33335494995117,6.32330868244171,58281,3.828702211380005,2.3337149620056152,4.174643039703369,53.21506881713867,11.88420581817627,579501,1.6244374513626099,1.082076072692871,1.9621210098266602,53.21506881713867,4.594850063323975,5.246037020179259,2.1786681770145284,0.9243628742697853,outputs/figures/uncertainty_heatmaps/heatmap_images/p011_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p011_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p011_scratch_thin_uncertainty_compact.png,ok,,p011_scratch_thin,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,0.0175018310546875,0.0068916040472686,0.2366014122962951,0.0001413085265085,0.0059548746794462,0.0361536145210266,0.2366014122962951,0.0022418098524212,0.031381320208311,0.0084147956222295,0.2366014122962951,0.0001902838703244,0.0072734174318611,6,0.026132960182925,0.0259031876921653,0.0282653030008077,0.003882585093379,6,0.995049645503362,0.9865402082602184,0.0049503544966379,0.0134597917397816,0.0056867599487304,0.0196812152862548,0.0014559626579284,0.0101434588432312,0.0066056394495924,0.0078936916919126,0.0,0.0105174535451276,0.0006959402397722,0.0003807187217777,0.0043489072746971,40,lama,0,True,0,25358.513916015625,10.437852352457105,-0.2086062639116778,0.190950408577919,0.0342658162117004,-0.064848780632019,lama,lama,opencv_telea,lama,lama,lama,False,True,True,low_uncertainty_low_reference_performance,outputs/figures/uncertainty_heatmaps/selected_cases/p011_scratch_thin_uncertainty_selected_detail.png
