original_case_id,case_id,painting_id,mask_id,mask_type,category,title,uncertainty_selection_role,num_seed_outputs,seeds,image_height,image_width,mask_pixel_count,mask_fraction,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_pixel_count,full_std_mean,full_std_max,full_variance_mean,full_mad_mean,masked_std_mean,masked_std_max,masked_variance_mean,masked_mad_mean,bbox_std_mean,bbox_std_max,bbox_variance_mean,bbox_mad_mean,lpips_pair_count,mean_pairwise_lpips,median_pairwise_lpips,max_pairwise_lpips,range_pairwise_lpips,feature_pair_count,mean_pairwise_clip_similarity,mean_pairwise_dinov2_similarity,mean_clip_uncertainty_distance,mean_dinov2_uncertainty_distance,max_clip_uncertainty_distance,max_dinov2_uncertainty_distance,range_pairwise_clip_similarity,range_pairwise_dinov2_similarity,masked_std_mean_normalized,masked_mad_mean_normalized,bbox_std_mean_normalized,mean_pairwise_lpips_normalized,mean_clip_uncertainty_distance_normalized,mean_dinov2_uncertainty_distance_normalized,combined_uncertainty_index,uncertainty_rank_high_to_low,refined_overall_metric_vote,refined_metric_ties,refined_mixed_metric_outcome,refined_stable_diffusion_metric_wins,stable_diffusion_inpainting_mse_improvement,stable_diffusion_inpainting_psnr_improvement,stable_diffusion_inpainting_ssim_improvement,stable_diffusion_inpainting_lpips_improvement,stable_diffusion_inpainting_clip_improvement,stable_diffusion_inpainting_dinov2_improvement,winner_mse_improvement,winner_psnr_improvement,winner_ssim_improvement,winner_lpips_improvement,winner_clip_improvement,winner_dinov2_improvement,stable_diffusion_won_refined_vote,stable_diffusion_zero_metric_wins,stable_diffusion_low_metric_wins,uncertainty_performance_quadrant
p011_loss_small,p011_loss_small,p011,p011_loss_small,loss_small,landscape_natural,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,24080,0.040825737847222224,24,165,710,617,686,452,310072,0.009595757350325584,0.24988718330860138,0.00043109062244184315,0.008314112201333046,0.07712781429290771,0.24988718330860138,0.008094015531241894,0.06712237745523453,0.01382957212626934,0.24988718330860138,0.000770341488532722,0.011994827538728714,6,0.13574640825390816,0.137902170419693,0.16149714589118958,0.05617658048868179,6,0.9416343768437704,0.7858652373154958,0.05836562315622965,0.21413476268450418,0.06868535280227661,0.2536736726760864,0.0266607403755188,0.11433941125869751,0.36418769659989547,0.35571580810225806,0.06639039439037119,0.26798284272012185,0.23476366675663204,0.34107125358575024,0.27168527702583817,11,lama,0,True,0,21059.803588867188,11.366203333317472,-0.1940426638876312,0.1337623745203018,0.0295231342315673,-0.1343542337417602,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region
p041_loss_large,p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,67806,0.114959716796875,0,226,347,615,347,389,134983,0.018989790230989456,0.22431714832782745,0.0009500824380666018,0.016415320336818695,0.06352786719799042,0.22431714832782745,0.005467061419039965,0.05483856797218323,0.043641336262226105,0.22431714832782745,0.003230290487408638,0.03769491985440254,6,0.24271438270807266,0.24073180556297302,0.2538157105445862,0.022307515144348145,6,0.9796326657136282,0.9108543197313944,0.020367334286371868,0.08914568026860555,0.026648402214050293,0.1265467405319214,0.010377883911132812,0.05625152587890625,0.2455008866948694,0.23617316048390444,0.43191144165469947,0.5192344150113949,0.06825372848448967,0.12887440043579088,0.2716580054608581,12,tie_lama_opencv_telea,0,True,0,17959.410888671875,11.082781965835052,-0.2850412498810883,0.2488380968570709,0.1496609449386596,0.2249387502670288,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,False,True,True,middle_region
p009_mixed_damage,p009_mixed_damage,p009,p009_mixed_damage,mixed_damage,portrait_figure,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,47792,0.0810275607638889,59,22,695,768,636,746,474456,0.02040601707994938,0.311599463224411,0.001267566462047398,0.017685389146208763,0.08412034809589386,0.311599463224411,0.010309860110282898,0.07304257154464722,0.02395528182387352,0.311599463224411,0.0015626332024112344,0.02075512520968914,6,0.08206632236639659,0.08107462152838707,0.0907122865319252,0.017306484282016754,6,0.9858009417851766,0.9335311651229858,0.014199058214823404,0.06646883487701416,0.016348540782928467,0.09389454126358032,0.0040326714515686035,0.06131333112716675,0.4252115759162828,0.4133295049639196,0.1905413837811257,0.14189645051918243,0.041224109560417554,0.09037539605513492,0.21709640346601053,13,lama,0,True,0,25780.467529296875,11.205875655599698,-0.3869910280611229,0.1466403007507324,0.0500679016113281,0.2007525563240051,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region
p037_loss_small,p037_loss_small,p037,p037_loss_small,loss_small,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,22216,0.037665473090277776,131,148,766,605,635,457,290195,0.010070329532027245,0.3449684679508209,0.0005565743776969612,0.008696143515408039,0.08757559210062027,0.3449684679508209,0.012356937862932682,0.07556495070457458,0.014829367399215698,0.3449684679508209,0.001081830938346684,0.012808188796043396,6,0.07824153577287991,0.07827398926019669,0.0962613970041275,0.04189521074295044,6,0.9731666048367819,0.956219494342804,0.02683339516321818,0.043780505657196045,0.04462754726409912,0.05970478057861328,0.032800495624542236,0.03419309854507446,0.4553655085383963,0.43787660360551917,0.07864885093627225,0.1329126060535529,0.09658825168249767,0.0518568953139591,0.20887478602169954,14,lama,0,False,0,25585.7314453125,13.47329425603014,-0.1754760485816866,0.0904728472232818,0.0566115975379943,-0.0033158063888549,lama,lama,lama,lama,lama,lama,False,True,True,middle_region
p037_mixed_damage,p037_mixed_damage,p037,p037_mixed_damage,mixed_damage,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,48626,0.08244154188368055,0,78,768,689,768,611,469248,0.014190769754350185,0.31814277172088623,0.0012116619618609548,0.012410585768520832,0.08735967427492142,0.31814277172088623,0.013229879550635815,0.07732012122869492,0.017026115208864212,0.31814277172088623,0.0015198730397969484,0.01490334514528513,6,0.06291860590378444,0.06391421891748905,0.07072846591472626,0.018162157386541367,6,0.9843967258930206,0.9370051523049673,0.01560327410697937,0.06299484769503276,0.019032955169677734,0.09452617168426514,0.008136272430419922,0.06450921297073364,0.45348119253665214,0.4549574392994084,0.10558310267315203,0.09692136436308951,0.047377436683237704,0.08447752774815086,0.20713301055061514,15,lama,0,False,0,21733.58935546875,10.37805539080938,-0.1631902572000519,0.1514014154672622,0.1607309579849243,0.003908634185791,lama,lama,lama,lama,lama,lama,False,True,True,middle_region
p009_loss_small,p009_loss_small,p009,p009_loss_small,loss_small,portrait_figure,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,20955,0.035527547200520836,74,12,608,725,534,713,380742,0.014873070642352104,0.2861400842666626,0.0006636285688728094,0.012862995266914368,0.07964080572128296,0.2861400842666626,0.01052327360957861,0.06902503222227097,0.018200017511844635,0.2861400842666626,0.0009497469291090965,0.015750689432024956,6,0.07730378583073616,0.07914538308978081,0.10955764353275299,0.05585508048534393,6,0.9864035844802856,0.969677338997523,0.013596415519714355,0.03032266100247701,0.017330288887023926,0.0391237735748291,0.008538603782653809,0.020512163639068604,0.3861185860269581,0.3742319197913104,0.11997627971609928,0.130709973456442,0.03858330648882542,0.029009201493709613,0.17977154449555746,16,lama,0,True,0,24339.73803710937,13.158272568264312,-0.4252825595428791,0.0737662240862846,0.02266126871109,0.0526787042617797,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region
p041_mixed_damage,p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,41902,0.0710415310329861,69,90,768,705,699,615,429885,0.019052779302001,0.2548987567424774,0.0009616236784495413,0.016497885808348656,0.07162553817033768,0.2548987567424774,0.006948869209736586,0.06221417710185051,0.02407812885940075,0.2548987567424774,0.0012922505848109722,0.020854488015174866,6,0.0893380840619405,0.08932242169976234,0.09795057028532028,0.015119634568691254,6,0.988663117090861,0.9595260818799337,0.011336882909138998,0.04047391812006632,0.017441987991333008,0.05776101350784302,0.008303344249725342,0.030031859874725342,0.31616930390714026,0.30795055530389587,0.19204760719261016,0.15897671747437045,0.02868194917246363,0.04624322525188853,0.1750115597170615,17,tie_lama_opencv_telea,0,True,0,23985.401977539062,12.610417163140813,-0.5507951961427315,0.1832953095436096,0.1074119806289672,0.2961287498474121,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,False,True,True,middle_region
p031_loss_small,p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,22150,0.03755357530381945,51,176,754,708,703,532,373996,0.013250786811113358,0.22314667701721191,0.0005038885283283889,0.011482584290206432,0.07779785990715027,0.22314667701721191,0.008120782673358917,0.06776046752929688,0.015859857201576233,0.22314667701721191,0.0007262075669132173,0.013750988058745861,6,0.038153247286876045,0.03830493055284023,0.0425507053732872,0.009028926491737366,6,0.9908662140369415,0.954137514034907,0.009133785963058472,0.04586248596509298,0.012334167957305908,0.06469619274139404,0.007390320301055908,0.03629034757614136,0.37003518820337555,0.3619255248011088,0.09128365208511559,0.03875128754704478,0.019027895071348347,0.05539152138782583,0.1560691781826365,18,lama,0,False,0,17307.213989257812,10.831684929484013,-0.27655894988303,0.0372164100408554,0.0327880382537841,0.0023928880691528,lama,lama,lama,lama,lama,lama,False,True,True,middle_region
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,41381,0.07015821668836805,0,103,768,664,768,561,430848,0.013526970520615578,0.26936522126197815,0.0005946861929260194,0.011713397689163685,0.05959201231598854,0.26936522126197815,0.005484991241246462,0.051735468208789825,0.01713060401380062,0.26936522126197815,0.000808088865596801,0.014839183539152145,6,0.0973695603509744,0.10029973462224007,0.10570868104696274,0.019862741231918335,6,0.9627712468306223,0.9599712391694387,0.03722875316937765,0.04002876083056132,0.045569419860839844,0.04339873790740967,0.026578664779663086,0.00839686393737793,0.21115266041621666,0.2059746490162885,0.10686423643073764,0.17784143895513962,0.14214110343986977,0.045487471435923944,0.14824359328236267,19,lama,0,True,0,28988.41259765625,15.45149612701214,-0.3435008001277517,0.294123500585556,0.0676639676094055,0.1085870265960693,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region
p031_mixed_damage,p031_mixed_damage,p031,p031_mixed_damage,mixed_damage,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,48010,0.08139716254340278,0,0,768,768,768,768,589824,0.01690637692809105,0.2733190357685089,0.0008447737200185657,0.014623584225773811,0.06950902938842773,0.2733190357685089,0.007009974680840969,0.06014886125922203,0.01690637692809105,0.2733190357685089,0.0008447737200185657,0.014623584225773811,6,0.06286330396930377,0.06186971068382263,0.07028940320014954,0.014442883431911469,6,0.9848085542519888,0.9533338050047556,0.01519144574801127,0.046666194995244346,0.022173583507537842,0.0595129132270813,0.014979541301727295,0.027148663997650146,0.297698520623377,0.28785147086786705,0.10411499560017784,0.09679146849416316,0.045572789245945024,0.05675599677839509,0.1481308736016542,20,lama,0,True,0,16620.9189453125,11.136058567816614,-0.2410346312058882,0.1159544736146926,0.031994879245758,0.0817086696624755,lama,lama,opencv_telea,lama,lama,lama,False,True,True,middle_region
p043_mixed_damage,p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,46214,0.07835218641493055,0,62,768,705,768,643,493824,0.01475779339671135,0.32076144218444824,0.0007670842460356653,0.012775490060448647,0.06816771626472473,0.32076144218444824,0.0072651393711566925,0.059185996651649475,0.01693395897746086,0.32076144218444824,0.0009133385610766709,0.01466219499707222,6,0.056529986361662544,0.05678216740489006,0.0601402223110199,0.006783168762922287,6,0.9839154879252116,0.9682456056276957,0.01608451207478841,0.03175439437230428,0.02121102809906006,0.03887099027633667,0.010383784770965576,0.01276165246963501,0.2859928739304166,0.278481137939304,0.10445317818894956,0.08191546457934928,0.0494862396503539,0.03143988831654919,0.13862813043415376,21,lama,0,False,0,23678.781372070312,11.88307897157584,-0.234923891311701,0.2110626772046089,0.1616113781929016,0.1671563982963562,lama,lama,lama,lama,lama,lama,False,True,True,middle_region
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,13631,0.023110283745659724,244,207,713,552,469,345,161805,0.010224800556898117,0.20563583076000214,0.00024268351262435317,0.008827175945043564,0.04964113608002663,0.20563583076000214,0.0036611363757401705,0.04279010370373726,0.014969519339501858,0.20563583076000214,0.0005348476697690785,0.01292854081839323,6,0.11367322256167729,0.11555646359920502,0.12651009857654572,0.02667272835969925,6,0.9638287325700124,0.8980162441730499,0.03617126742998759,0.10198375582695007,0.045408666133880615,0.13460415601730347,0.022825419902801514,0.06226968765258789,0.12431131111071521,0.11892082761660983,0.08036724920870915,0.21613627238961,0.13750716095386517,0.15066989794106417,0.13798545320342892,22,tie_lama_opencv_telea,0,True,0,20060.11865234375,15.122053049197714,-0.3470760017014485,0.0764611512422561,0.1198295354843139,-0.0609058737754821,opencv_telea,opencv_telea,opencv_telea,lama,lama,lama,False,True,True,middle_region
p018_loss_small,p018_loss_small,p018,p018_loss_small,loss_small,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,21734,0.03684828016493055,0,145,663,592,663,447,296361,0.010345520451664925,0.32555249333381653,0.00036818356602452695,0.008907640352845192,0.0583704337477684,0.32555249333381653,0.006547923665493727,0.050523217767477036,0.014042414724826813,0.32555249333381653,0.0006696409545838833,0.012145630083978176,6,0.07427383338411649,0.07137518003582954,0.09754204750061035,0.04225790500640869,6,0.9595296283562978,0.9558462599913279,0.04047037164370219,0.04415374000867208,0.0675244927406311,0.05997490882873535,0.04539674520492554,0.030904531478881836,0.20049193781939254,0.194177361901815,0.06900005040309112,0.12359307402868674,0.15634599813684605,0.052490543896218045,0.13268316103100822,23,lama,0,False,0,30069.90704345703,15.574936960095895,-0.187196201580497,0.1324931234121322,0.0989964008331298,0.000497817993164,lama,lama,lama,lama,lama,lama,False,True,True,middle_region
p043_loss_small,p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,26756,0.04536268446180555,44,110,663,655,619,545,337355,0.01176223810762167,0.26715269684791565,0.00042005639988929033,0.010165024548768997,0.06368698924779892,0.26715269684791565,0.006067229434847832,0.05512594059109688,0.015293996781110764,0.26715269684791565,0.0006756632938049734,0.013214556500315666,6,0.06293683561185996,0.06155141443014145,0.07662564516067505,0.02238433063030243,6,0.9836785395940145,0.9573418299357096,0.016321460405985515,0.04265817006429037,0.02177107334136963,0.08011555671691895,0.011638998985290527,0.06392854452133179,0.24688954566137217,0.23896979159132736,0.084345656314362,0.09696418318657157,0.05052455619498689,0.04995148024578283,0.12794086886573383,24,lama,0,False,0,26416.327087402344,15.664389533411748,-0.2421485623212325,0.0931905061006546,0.0841633677482605,0.0093114376068115,lama,lama,lama,lama,lama,lama,False,True,True,middle_region
