rank_group,rank_position,evaluation_region,dataset_name,case_id,lpips_case_id,restoration_case_id,painting_id,category,title,artist,style,mask_type,is_zero_control,region_pixel_count,damaged_lpips,restored_lpips,lpips_improvement
strongest_improvement,11,full_image,canonical,canonical__p008_scratch_thin,lama__canonical__canonical__p008_scratch_thin,lama__canonical__canonical__p008_scratch_thin,p008,portrait_figure,Manuel Osorio Manrique de Zuñiga,Francisco de Goya y Lucientes,Spanish portraiture,scratch_thin,False,589824,0.424839,0.003792,0.421047
strongest_improvement,12,full_image,canonical,canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,mixed_damage,False,589824,0.425053,0.004024,0.421029
strongest_improvement,13,full_image,canonical,canonical__p006_scratch_thin,lama__canonical__canonical__p006_scratch_thin,lama__canonical__canonical__p006_scratch_thin,p006,portrait_figure,Boy with a Sword,Édouard Manet,Realism / early modern French painting,scratch_thin,False,589824,0.416684,0.001023,0.415661
strongest_improvement,14,full_image,canonical,canonical__p008_mixed_damage,lama__canonical__canonical__p008_mixed_damage,lama__canonical__canonical__p008_mixed_damage,p008,portrait_figure,Manuel Osorio Manrique de Zuñiga,Francisco de Goya y Lucientes,Spanish portraiture,mixed_damage,False,589824,0.415663,0.011998,0.403664
strongest_improvement,15,full_image,canonical,canonical__p010_mixed_damage,lama__canonical__canonical__p010_mixed_damage,lama__canonical__canonical__p010_mixed_damage,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,mixed_damage,False,589824,0.42494,0.023604,0.401336
strongest_improvement,16,full_image,canonical,canonical__p022_mixed_damage,lama__canonical__canonical__p022_mixed_damage,lama__canonical__canonical__p022_mixed_damage,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,mixed_damage,False,589824,0.422141,0.022768,0.399372
strongest_improvement,17,full_image,canonical,canonical__p018_mixed_damage,lama__canonical__canonical__p018_mixed_damage,lama__canonical__canonical__p018_mixed_damage,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,mixed_damage,False,589824,0.405996,0.008068,0.397928
strongest_improvement,18,full_image,canonical,canonical__p047_mixed_damage,lama__canonical__canonical__p047_mixed_damage,lama__canonical__canonical__p047_mixed_damage,p047,high_texture_brushwork,The Dance Class,Edgar Degas,Impressionism,mixed_damage,False,589824,0.395855,0.008884,0.386972
strongest_improvement,19,full_image,canonical,canonical__p026_mixed_damage,lama__canonical__canonical__p026_mixed_damage,lama__canonical__canonical__p026_mixed_damage,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,mixed_damage,False,589824,0.403724,0.021359,0.382365
strongest_improvement,20,full_image,canonical,canonical__p013_mixed_damage,lama__canonical__canonical__p013_mixed_damage,lama__canonical__canonical__p013_mixed_damage,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,mixed_damage,False,589824,0.386919,0.016643,0.370276
weakest_improvement,1,full_image,synthetic_degradation,synthetic_degradation__p001__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,589824,0.184484,0.441063,-0.25658
weakest_improvement,2,full_image,synthetic_degradation,synthetic_degradation__p043__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,589824,0.046263,0.263103,-0.21684
weakest_improvement,3,full_image,synthetic_degradation,synthetic_degradation__p039__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,589824,0.023695,0.204146,-0.180451
weakest_improvement,4,full_image,synthetic_degradation,synthetic_degradation__p018__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,589824,0.029311,0.175215,-0.145904
weakest_improvement,5,full_image,synthetic_degradation,synthetic_degradation__p026__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,589824,0.023166,0.165192,-0.142026
weakest_improvement,6,full_image,synthetic_degradation,synthetic_degradation__p001__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,589824,0.039498,0.162665,-0.123167
weakest_improvement,7,full_image,synthetic_degradation,synthetic_degradation__p039__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,589824,0.007069,0.112945,-0.105877
weakest_improvement,8,full_image,synthetic_degradation,synthetic_degradation__p043__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,589824,0.009047,0.100557,-0.091509
weakest_improvement,9,full_image,synthetic_degradation,synthetic_degradation__p018__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,589824,0.007805,0.065158,-0.057353
weakest_improvement,10,full_image,synthetic_degradation,synthetic_degradation__p018__water_stain__mild,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,589824,0.001125,0.029812,-0.028687
weakest_improvement,11,full_image,synthetic_degradation,synthetic_degradation__p039__water_stain__moderate,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,589824,0.002524,0.030731,-0.028207
weakest_improvement,12,full_image,synthetic_degradation,synthetic_degradation__p001__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p001__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p001__water_stain_dirt__moderate,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,589824,0.023506,0.046801,-0.023295
weakest_improvement,13,full_image,synthetic_degradation,synthetic_degradation__p043__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,589824,0.001468,0.021254,-0.019786
weakest_improvement,14,full_image,synthetic_degradation,synthetic_degradation__p026__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,589824,0.004313,0.019155,-0.014843
weakest_improvement,15,full_image,synthetic_degradation,synthetic_degradation__p001__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__mild,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,589824,0.014175,0.027598,-0.013423
weakest_improvement,16,full_image,synthetic_degradation,synthetic_degradation__p018__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,589824,0.003305,0.016419,-0.013114
weakest_improvement,17,full_image,synthetic_degradation,synthetic_degradation__p043__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,589824,0.010149,0.023212,-0.013063
weakest_improvement,18,full_image,synthetic_degradation,synthetic_degradation__p039__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,589824,0.000268,0.012825,-0.012557
weakest_improvement,19,full_image,synthetic_degradation,synthetic_degradation__p043__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p043__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p043__water_stain_dirt__moderate,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,589824,0.005014,0.017559,-0.012545
weakest_improvement,20,full_image,synthetic_degradation,synthetic_degradation__p026__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__mild,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,589824,0.000749,0.01142,-0.010671
strongest_improvement,1,content_region,canonical,canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,scratch_thin,False,509184,0.558222,0.001904,0.556318
strongest_improvement,2,content_region,canonical,canonical__p006_mixed_damage,lama__canonical__canonical__p006_mixed_damage,lama__canonical__canonical__p006_mixed_damage,p006,portrait_figure,Boy with a Sword,Édouard Manet,Realism / early modern French painting,mixed_damage,False,442368,0.568613,0.019427,0.549186
strongest_improvement,3,content_region,mask_robustness,mask_robustness__p001__scratch_thin__variant_05,lama__mask_robustness__mask_robustness__p001__scratch_thin__variant_05,lama__mask_robustness__mask_robustness__p001__scratch_thin__variant_05,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,509184,0.509167,0.00136,0.507807
strongest_improvement,4,content_region,canonical,canonical__p001_mixed_damage,lama__canonical__canonical__p001_mixed_damage,lama__canonical__canonical__p001_mixed_damage,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,mixed_damage,False,509184,0.53522,0.028422,0.506798
strongest_improvement,5,content_region,canonical,canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,lama__canonical__canonical__p002_mixed_damage,p002,portrait_figure,Madame X (Madame Pierre Gautreau),John Singer Sargent,19th century portraiture,mixed_damage,False,344832,0.510235,0.004394,0.505841
strongest_improvement,6,content_region,mask_robustness,mask_robustness__p001__scratch_thin__variant_04,lama__mask_robustness__mask_robustness__p001__scratch_thin__variant_04,lama__mask_robustness__mask_robustness__p001__scratch_thin__variant_04,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,509184,0.500704,0.004021,0.496682
strongest_improvement,7,content_region,canonical,canonical__p050_mixed_damage,lama__canonical__canonical__p050_mixed_damage,lama__canonical__canonical__p050_mixed_damage,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,mixed_damage,False,446976,0.52657,0.035232,0.491338
strongest_improvement,8,content_region,canonical,canonical__p006_scratch_thin,lama__canonical__canonical__p006_scratch_thin,lama__canonical__canonical__p006_scratch_thin,p006,portrait_figure,Boy with a Sword,Édouard Manet,Realism / early modern French painting,scratch_thin,False,442368,0.491287,0.001267,0.490019
strongest_improvement,9,content_region,canonical,canonical__p027_mixed_damage,lama__canonical__canonical__p027_mixed_damage,lama__canonical__canonical__p027_mixed_damage,p027,architecture_structured,Italian Landscape with the Ponte Lucano over the Aniene River,Jan Both,,mixed_damage,False,461568,0.510368,0.024019,0.486349
strongest_improvement,10,content_region,canonical,canonical__p018_mixed_damage,lama__canonical__canonical__p018_mixed_damage,lama__canonical__canonical__p018_mixed_damage,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,mixed_damage,False,389376,0.492337,0.014774,0.477563
strongest_improvement,11,content_region,canonical,canonical__p013_mixed_damage,lama__canonical__canonical__p013_mixed_damage,lama__canonical__canonical__p013_mixed_damage,p013,landscape_natural,Landscape with a Village in the Distance,Jacob van Ruisdael,,mixed_damage,False,410112,0.503429,0.030949,0.47248
strongest_improvement,12,content_region,canonical,canonical__p022_mixed_damage,lama__canonical__canonical__p022_mixed_damage,lama__canonical__canonical__p022_mixed_damage,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,mixed_damage,False,459264,0.489156,0.026847,0.462309
strongest_improvement,13,content_region,mask_robustness,mask_robustness__p001__scratch_thin__variant_03,lama__mask_robustness__mask_robustness__p001__scratch_thin__variant_03,lama__mask_robustness__mask_robustness__p001__scratch_thin__variant_03,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,509184,0.459744,0.00068,0.459064
strongest_improvement,14,content_region,canonical,canonical__p008_scratch_thin,lama__canonical__canonical__p008_scratch_thin,lama__canonical__canonical__p008_scratch_thin,p008,portrait_figure,Manuel Osorio Manrique de Zuñiga,Francisco de Goya y Lucientes,Spanish portraiture,scratch_thin,False,434688,0.456476,0.003265,0.453211
strongest_improvement,15,content_region,canonical,canonical__p050_scratch_thin,lama__canonical__canonical__p050_scratch_thin,lama__canonical__canonical__p050_scratch_thin,p050,high_texture_brushwork,Landscape with a Sunlit Stream,Charles-François Daubigny,,scratch_thin,False,446976,0.455312,0.003337,0.451975
strongest_improvement,16,content_region,canonical,canonical__p008_mixed_damage,lama__canonical__canonical__p008_mixed_damage,lama__canonical__canonical__p008_mixed_damage,p008,portrait_figure,Manuel Osorio Manrique de Zuñiga,Francisco de Goya y Lucientes,Spanish portraiture,mixed_damage,False,434688,0.451077,0.012156,0.43892
strongest_improvement,17,content_region,canonical,canonical__p026_mixed_damage,lama__canonical__canonical__p026_mixed_damage,lama__canonical__canonical__p026_mixed_damage,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,mixed_damage,False,406272,0.470121,0.031634,0.438487
strongest_improvement,18,content_region,canonical,canonical__p014_scratch_thin,lama__canonical__canonical__p014_scratch_thin,lama__canonical__canonical__p014_scratch_thin,p014,landscape_natural,Landscape on a River,Charles-François Daubigny,,scratch_thin,False,334080,0.439618,0.004399,0.435218
strongest_improvement,19,content_region,canonical,canonical__p011_mixed_damage,lama__canonical__canonical__p011_mixed_damage,lama__canonical__canonical__p011_mixed_damage,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,mixed_damage,False,405504,0.458588,0.024662,0.433926
strongest_improvement,20,content_region,canonical,canonical__p027_scratch_thin,lama__canonical__canonical__p027_scratch_thin,lama__canonical__canonical__p027_scratch_thin,p027,architecture_structured,Italian Landscape with the Ponte Lucano over the Aniene River,Jan Both,,scratch_thin,False,461568,0.433205,0.002274,0.430931
weakest_improvement,1,content_region,synthetic_degradation,synthetic_degradation__p001__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__severe,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,509184,0.197398,0.499766,-0.302367
weakest_improvement,2,content_region,synthetic_degradation,synthetic_degradation__p043__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__severe,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,469248,0.052992,0.328617,-0.275625
weakest_improvement,3,content_region,synthetic_degradation,synthetic_degradation__p039__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__severe,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,433152,0.029621,0.279484,-0.249862
weakest_improvement,4,content_region,synthetic_degradation,synthetic_degradation__p018__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__severe,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,389376,0.041587,0.275159,-0.233572
weakest_improvement,5,content_region,synthetic_degradation,synthetic_degradation__p026__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__severe,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,406272,0.026203,0.234553,-0.208349
weakest_improvement,6,content_region,synthetic_degradation,synthetic_degradation__p039__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__moderate,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,433152,0.009197,0.159701,-0.150505
weakest_improvement,7,content_region,synthetic_degradation,synthetic_degradation__p001__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__moderate,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,509184,0.044416,0.17999,-0.135573
weakest_improvement,8,content_region,synthetic_degradation,synthetic_degradation__p043__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__moderate,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,469248,0.01,0.125054,-0.115054
weakest_improvement,9,content_region,synthetic_degradation,synthetic_degradation__p018__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__moderate,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,389376,0.0121,0.108961,-0.096861
weakest_improvement,10,content_region,synthetic_degradation,synthetic_degradation__p039__water_stain__moderate,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate,lama__synthetic_degradation__synthetic_degradation__p039__water_stain__moderate,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,433152,0.003778,0.047562,-0.043784
weakest_improvement,11,content_region,synthetic_degradation,synthetic_degradation__p018__water_stain__mild,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild,lama__synthetic_degradation__synthetic_degradation__p018__water_stain__mild,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,389376,0.001785,0.044474,-0.042689
weakest_improvement,12,content_region,synthetic_degradation,synthetic_degradation__p001__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p001__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p001__water_stain_dirt__moderate,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,509184,0.023711,0.053722,-0.030011
weakest_improvement,13,content_region,synthetic_degradation,synthetic_degradation__p018__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p018__water_stain_dirt__moderate,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,389376,0.005439,0.032695,-0.027256
weakest_improvement,14,content_region,synthetic_degradation,synthetic_degradation__p026__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate,lama__synthetic_degradation__synthetic_degradation__p026__partial_transparency__moderate,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,406272,0.005923,0.029751,-0.023828
weakest_improvement,15,content_region,synthetic_degradation,synthetic_degradation__p043__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p043__partial_transparency__mild,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,469248,0.001645,0.024578,-0.022933
weakest_improvement,16,content_region,synthetic_degradation,synthetic_degradation__p018__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p018__partial_transparency__mild,p018,landscape_natural,Classical Landscape with Figures,Henri Mauperché,,,False,389376,0.001918,0.022956,-0.021038
weakest_improvement,17,content_region,synthetic_degradation,synthetic_degradation__p039__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p039__partial_transparency__mild,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,False,433152,0.000473,0.020391,-0.019918
weakest_improvement,18,content_region,synthetic_degradation,synthetic_degradation__p043__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe,lama__synthetic_degradation__synthetic_degradation__p043__water_stain__severe,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,469248,0.011227,0.028825,-0.017598
weakest_improvement,19,content_region,synthetic_degradation,synthetic_degradation__p001__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__mild,lama__synthetic_degradation__synthetic_degradation__p001__partial_transparency__mild,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,509184,0.016442,0.033146,-0.016704
weakest_improvement,20,content_region,synthetic_degradation,synthetic_degradation__p043__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p043__water_stain_dirt__moderate,lama__synthetic_degradation__synthetic_degradation__p043__water_stain_dirt__moderate,p043,high_texture_brushwork,The Card Players,Paul Cézanne,Post-Impressionism,,False,469248,0.005632,0.020603,-0.014971
strongest_improvement,1,mask_bbox_crop,mask_robustness,mask_robustness__p001__loss_large__variant_05,lama__mask_robustness__mask_robustness__p001__loss_large__variant_05,lama__mask_robustness__mask_robustness__p001__loss_large__variant_05,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,143641,0.698316,0.09651,0.601806
strongest_improvement,2,mask_bbox_crop,canonical,canonical__p011_loss_large,lama__canonical__canonical__p011_loss_large,lama__canonical__canonical__p011_loss_large,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,loss_large,False,92416,0.688783,0.12798,0.560803
strongest_improvement,3,mask_bbox_crop,damage_size,damage_size__p026__loss_large__size_02pct,lama__damage_size__damage_size__p026__loss_large__size_02pct,lama__damage_size__damage_size__p026__loss_large__size_02pct,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,16384,0.655318,0.096308,0.55901
strongest_improvement,4,mask_bbox_crop,damage_size,damage_size__p001__loss_large__size_02pct,lama__damage_size__damage_size__p001__loss_large__size_02pct,lama__damage_size__damage_size__p001__loss_large__size_02pct,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,32761,0.609372,0.075608,0.533764
strongest_improvement,5,mask_bbox_crop,canonical,canonical__p044_loss_large,lama__canonical__canonical__p044_loss_large,lama__canonical__canonical__p044_loss_large,p044,high_texture_brushwork,Versailles,Auguste Renoir,Impressionism,loss_large,False,106276,0.766593,0.235461,0.531132
strongest_improvement,6,mask_bbox_crop,damage_size,damage_size__p001__loss_large__size_04pct,lama__damage_size__damage_size__p001__loss_large__size_04pct,lama__damage_size__damage_size__p001__loss_large__size_04pct,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,,False,62001,0.634536,0.108442,0.526094
strongest_improvement,7,mask_bbox_crop,canonical,canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,lama__canonical__canonical__p001_scratch_thin,p001,portrait_figure,Juan de Pareja,Diego Velázquez,Baroque,scratch_thin,False,589824,0.524122,0.001695,0.522427
strongest_improvement,8,mask_bbox_crop,damage_size,damage_size__p026__loss_large__size_04pct,lama__damage_size__damage_size__p026__loss_large__size_04pct,lama__damage_size__damage_size__p026__loss_large__size_04pct,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,,False,30625,0.653558,0.131901,0.521657
