original_case_id,case_id,painting_id,mask_id,mask_type,category,title,uncertainty_selection_role,num_seed_outputs,seeds,image_height,image_width,mask_pixel_count,mask_fraction,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_pixel_count,full_std_mean,full_std_max,full_variance_mean,full_mad_mean,masked_std_mean,masked_std_max,masked_variance_mean,masked_mad_mean,bbox_std_mean,bbox_std_max,bbox_variance_mean,bbox_mad_mean,visual_selection_reason,uncertainty_grid_figure_path
p009_mixed_damage,p009_mixed_damage,p009,p009_mixed_damage,mixed_damage,portrait_figure,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,47792,0.0810275607638889,59,22,695,768,636,746,474456,0.02040601707994938,0.311599463224411,0.001267566462047398,0.017685389146208763,0.08412034809589386,0.311599463224411,0.010309860110282898,0.07304257154464722,0.02395528182387352,0.311599463224411,0.0015626332024112344,0.02075512520968914,category_mask_representative_highest,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p009_mixed_damage.png
p009_scratch_thin,p009_scratch_thin,p009,p009_scratch_thin,scratch_thin,portrait_figure,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,9528,0.016153971354166668,59,43,708,751,649,708,459492,0.013004657812416553,0.2490696907043457,0.0003862209850922227,0.011247027665376663,0.05338358134031296,0.2490689605474472,0.004586886148899794,0.046259939670562744,0.014839151874184608,0.2490696907043457,0.0004724125028587878,0.012834570370614529,category_mask_representative_highest,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p009_scratch_thin.png
p031_loss_large,p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,83367,0.1413421630859375,408,239,740,699,332,460,152720,0.025787748396396637,0.26634323596954346,0.0023412422742694616,0.022473029792308807,0.10873526334762573,0.26634323596954346,0.015094321221113205,0.09531685709953308,0.06774807721376419,0.26634323596954346,0.008526984602212906,0.059286609292030334,highest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p031_loss_large.png
p037_loss_large,p037_loss_large,p037,p037_loss_large,loss_large,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,47216,0.0800509982638889,137,154,438,480,301,326,98126,0.01374635100364685,0.3013257086277008,0.0014593953965231776,0.01199693325906992,0.09862791001796722,0.3013257086277008,0.01745021343231201,0.08670981973409653,0.05274970084428787,0.3013257086277008,0.008481314405798912,0.04629989713430405,highest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p037_loss_large.png
p037_loss_small,p037_loss_small,p037,p037_loss_small,loss_small,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,22216,0.037665473090277776,131,148,766,605,635,457,290195,0.010070329532027245,0.3449684679508209,0.0005565743776969612,0.008696143515408039,0.08757559210062027,0.3449684679508209,0.012356937862932682,0.07556495070457458,0.014829367399215698,0.3449684679508209,0.001081830938346684,0.012808188796043396,highest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p037_loss_small.png
p037_mixed_damage,p037_mixed_damage,p037,p037_mixed_damage,mixed_damage,abstraction_surrealism,In the Sea,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,48626,0.08244154188368055,0,78,768,689,768,611,469248,0.014190769754350185,0.31814277172088623,0.0012116619618609548,0.012410585768520832,0.08735967427492142,0.31814277172088623,0.013229879550635815,0.07732012122869492,0.017026115208864212,0.31814277172088623,0.0015198730397969484,0.01490334514528513,highest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p037_mixed_damage.png
p011_loss_large,p011_loss_large,p011,p011_loss_large,loss_large,landscape_natural,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,49885,0.0845760769314236,0,144,323,445,323,301,97223,0.018285246565937996,0.335436075925827,0.0022777351550757885,0.01611027680337429,0.14998354017734528,0.335436075925827,0.02607254683971405,0.13332690298557281,0.0818590372800827,0.335436075925827,0.013505919836461544,0.07264567166566849,highest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p011_loss_large.png
p018_loss_large,p018_loss_large,p018,p018_loss_large,loss_large,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,55845,0.0946807861328125,202,144,546,490,344,346,119024,0.01497077289968729,0.3170560300350189,0.0013454094296321273,0.012989365495741367,0.08840785920619965,0.3170560300350189,0.0132394228130579,0.07712108641862869,0.048079315572977066,0.3170560300350189,0.006369458045810461,0.041894033551216125,highest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p018_loss_large.png
p011_mixed_damage,p011_mixed_damage,p011,p011_mixed_damage,mixed_damage,landscape_natural,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,44361,0.0752105712890625,0,104,768,664,768,560,430080,0.013766170479357243,0.34460243582725525,0.0010835368884727359,0.01194191724061966,0.09702650457620621,0.34460243582725525,0.012853595428168774,0.08441224694252014,0.01782415434718132,0.34460243582725525,0.001482402323745191,0.015466819517314434,highest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p011_mixed_damage.png
p009_loss_large,p009_loss_large,p009,p009_loss_large,loss_large,portrait_figure,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,58251,0.09875996907552083,114,5,425,353,311,348,108228,0.027996577322483063,0.356485515832901,0.003158645471557975,0.024305133149027824,0.1475362777709961,0.356485515832901,0.028788316994905472,0.1290014237165451,0.08997443318367004,0.356485515832901,0.01592666655778885,0.07857660949230194,highest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p009_loss_large.png
p021_loss_small,p021_loss_small,p021,p021_loss_small,loss_small,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,17382,0.029469807942708332,77,0,689,768,612,768,470016,0.010118838399648666,0.24864549934864044,0.00026015820913016796,0.008756282739341259,0.0453743040561676,0.24864549934864044,0.0035639116540551186,0.03941231593489647,0.011462126858532429,0.24864549934864044,0.00031553010921925306,0.009919345378875732,lowest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p021_loss_small.png
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,7395,0.012537638346354166,43,0,724,768,681,768,523008,0.010196005925536156,0.3080800771713257,0.00025387582718394697,0.00881756842136383,0.04133828356862068,0.3080800771713257,0.0034426639322191477,0.03579454869031906,0.011061178520321846,0.3080800771713257,0.0002844961127266288,0.009565994143486023,lowest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p021_scratch_thin.png
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,6537,0.011082967122395834,95,103,768,532,673,429,288717,0.009287368506193161,0.2224774956703186,0.00020153343211859465,0.008028182201087475,0.043842069804668427,0.21448321640491486,0.0029691976960748434,0.037686485797166824,0.012268466874957085,0.2224774956703186,0.00033137694117613137,0.010598965920507908,lowest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p026_scratch_thin.png
p041_scratch_thin,p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,11793,0.019994099934895832,0,62,768,705,768,643,493824,0.015974584966897964,0.27913814783096313,0.000565509544685483,0.013814941048622131,0.04280859977006912,0.27913814783096313,0.0030445423908531666,0.03702238202095032,0.018378647044301033,0.27913814783096313,0.0006723622791469097,0.01589680276811123,lowest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p041_scratch_thin.png
p043_scratch_thin,p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,9357,0.015864054361979168,0,62,768,705,768,643,493824,0.010852242819964886,0.26868119835853577,0.00026909506414085627,0.009374888613820076,0.044426340609788895,0.26868119835853577,0.0033961180597543716,0.03843316808342934,0.012261899188160896,0.26868119835853577,0.0003184427332598716,0.010596441105008125,lowest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p043_scratch_thin.png
p011_scratch_thin,p011_scratch_thin,p011,p011_scratch_thin,scratch_thin,landscape_natural,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,10323,0.0175018310546875,0,104,768,664,768,560,430080,0.006891604047268629,0.23660141229629517,0.0001413085265085101,0.00595487467944622,0.03615361452102661,0.23660141229629517,0.0022418098524212837,0.03138132020831108,0.008414795622229576,0.23660141229629517,0.00019028387032449245,0.007273417431861162,lowest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p011_scratch_thin.png
p010_loss_small,p010_loss_small,p010,p010_loss_small,loss_small,portrait_figure,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,19716,0.033426920572916664,18,92,738,691,720,599,431280,0.012475773692131042,0.23544038832187653,0.0002904710709117353,0.010793139226734638,0.035396695137023926,0.20039182901382446,0.0018722712993621826,0.030570190399885178,0.01372948382049799,0.23544038832187653,0.0003357514215167612,0.011873790994286537,lowest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p010_loss_small.png
p010_mixed_damage,p010_mixed_damage,p010,p010_mixed_damage,mixed_damage,portrait_figure,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,48195,0.0817108154296875,0,20,768,747,768,727,558336,0.01910676807165146,0.3011362850666046,0.0007330390508286655,0.01652180589735508,0.046361662447452545,0.3011362850666046,0.003751585725694895,0.040299609303474426,0.019778616726398468,0.3011362850666046,0.0007712992373853922,0.017111102119088173,lowest_masked_uncertainty,outputs/figures/uncertainty/stable_diffusion_inpainting/uncertainty_grid_p010_mixed_damage.png
