case_id,painting_id,mask_id,mask_type,category,seed_count,seeds,bbox_margin,boundary_dilation_iterations,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,mask_pixel_count,boundary_ring_pixel_count,image_height,image_width,clean_image_path,damaged_image_path,mask_path,global_pixel_count,global_mean_uncertainty,global_median_uncertainty,global_std_uncertainty,global_max_uncertainty,global_p95_uncertainty,masked_pixel_count,masked_mean_uncertainty,masked_median_uncertainty,masked_std_uncertainty,masked_max_uncertainty,masked_p95_uncertainty,bbox_pixel_count,bbox_mean_uncertainty,bbox_median_uncertainty,bbox_std_uncertainty,bbox_max_uncertainty,bbox_p95_uncertainty,boundary_pixel_count,boundary_mean_uncertainty,boundary_median_uncertainty,boundary_std_uncertainty,boundary_max_uncertainty,boundary_p95_uncertainty,outside_mask_pixel_count,outside_mask_mean_uncertainty,outside_mask_median_uncertainty,outside_mask_std_uncertainty,outside_mask_max_uncertainty,outside_mask_p95_uncertainty,masked_vs_global_mean_uncertainty_ratio,boundary_vs_global_mean_uncertainty_ratio,outside_vs_global_mean_uncertainty_ratio,heatmap_png_path,overlay_png_path,compact_figure_path,heatmap_status,heatmap_error_message
p018_loss_large,p018,p018_loss_large,loss_large,landscape_natural,4,"2026,2027,2028,2029",16,8,202,144,546,490,344,346,55845,11219,768,768,data/processed/clean/p018_clean.png,data/processed/masked/p018_loss_large_damaged.png,data/processed/masks/p018_loss_large_mask.png,589824,3.8175477981567383,1.4963740110397339,8.4557523727417,80.84928131103516,14.861890602111812,55845,22.544004440307617,15.435145378112793,18.452360153198242,80.84928131103516,59.30848007202142,119024,12.260222434997559,5.064201354980469,16.05246925354004,80.84928131103516,52.39161491394039,11219,5.359625816345215,4.0763349533081055,4.3978705406188965,46.06504821777344,13.534304428100588,533979,1.8590837717056274,1.4008097648620605,1.6903785467147827,46.06504821777344,4.76191873550415,5.905362702240197,1.4039446486809166,0.4869837563614602,outputs/figures/uncertainty_heatmaps/heatmap_images/p018_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p018_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p018_loss_large_uncertainty_compact.png,ok,
p018_loss_small,p018,p018_loss_small,loss_small,landscape_natural,4,"2026,2027,2028,2029",16,8,0,145,663,592,663,447,21734,17127,768,768,data/processed/clean/p018_clean.png,data/processed/masked/p018_loss_small_damaged.png,data/processed/masks/p018_loss_small_mask.png,589824,2.6381077766418457,1.7302440404891968,4.024852752685547,83.0158920288086,6.463765716552732,21734,14.884461402893066,8.509245872497559,13.86003303527832,83.0158920288086,45.08903789520262,296361,3.580815315246582,2.2048499584198,5.416257381439209,83.0158920288086,9.645867347717285,17127,5.508039951324463,3.996976137161255,5.262605667114258,61.828975677490234,15.420461177825924,568090,2.169586420059204,1.6951814889907837,1.874198317527771,61.828975677490234,5.141018009185788,5.642097520905353,2.08787524877286,0.8224024928188998,outputs/figures/uncertainty_heatmaps/heatmap_images/p018_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p018_loss_small_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p018_loss_small_uncertainty_compact.png,ok,
p018_mixed_damage,p018,p018_mixed_damage,mixed_damage,landscape_natural,4,"2026,2027,2028,2029",16,8,0,114,768,653,768,539,44279,55799,768,768,data/processed/clean/p018_clean.png,data/processed/masked/p018_mixed_damage_damaged.png,data/processed/masks/p018_mixed_damage_mask.png,589824,2.8703813552856445,1.4790199995040894,5.830334186553955,93.12874603271484,7.407633972167967,44279,14.01915168762207,6.124841213226318,16.622386932373047,93.12874603271484,52.31658859252929,413952,3.6256749629974365,1.9916590452194214,6.817164421081543,93.12874603271484,9.625174665451025,55799,3.534320116043091,2.6768102645874023,3.3668735027313232,58.339229583740234,9.3477632522583,545545,1.9654948711395264,1.399994969367981,1.8489186763763428,58.339229583740234,5.181211948394775,4.884072847312037,1.2313068077946412,0.6847504289535168,outputs/figures/uncertainty_heatmaps/heatmap_images/p018_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p018_mixed_damage_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p018_mixed_damage_uncertainty_compact.png,ok,
p018_scratch_thin,p018,p018_scratch_thin,scratch_thin,landscape_natural,4,"2026,2027,2028,2029",16,8,0,116,768,653,768,537,11250,72299,768,768,data/processed/clean/p018_clean.png,data/processed/masked/p018_scratch_thin_damaged.png,data/processed/masks/p018_scratch_thin_mask.png,589824,2.3372459411621094,1.2975001335144043,3.79583477973938,85.37081909179688,6.938157820701594,11250,15.35952377319336,10.020513534545898,13.980445861816406,78.2441635131836,44.81414470672605,412416,2.974468469619751,1.8320246934890747,4.38377046585083,85.37081909179688,8.501887321472168,72299,4.709848880767822,2.9503486156463623,5.759941101074219,85.37081909179688,14.310753917694075,578574,2.0840365886688232,1.273932933807373,2.743462085723877,85.37081909179688,6.147732901573179,6.571633492639661,2.0151276242134566,0.8916633645819829,outputs/figures/uncertainty_heatmaps/heatmap_images/p018_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p018_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p018_scratch_thin_uncertainty_compact.png,ok,
p021_loss_large,p021,p021_loss_large,loss_large,architecture_structured,4,"2026,2027,2028,2029",16,8,375,161,705,464,330,303,49986,10453,768,768,data/processed/clean/p021_clean.png,data/processed/masked/p021_loss_large_damaged.png,data/processed/masks/p021_loss_large_mask.png,589824,3.704257011413574,1.776044487953186,6.40853214263916,69.64778900146484,13.769410562515251,49986,18.68268585205078,14.901592254638672,13.672800064086914,69.64778900146484,45.94485378265381,99990,11.207070350646973,5.648324012756348,12.511609077453613,69.64778900146484,40.785863876342724,10453,6.674936294555664,4.734472274780273,5.562745571136475,49.80535888671875,18.333358764648434,539838,2.317338466644287,1.6358774900436401,2.2055702209472656,49.80535888671875,6.256775808334351,5.043571691718443,1.8019635937704062,0.6255879257967829,outputs/figures/uncertainty_heatmaps/heatmap_images/p021_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p021_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p021_loss_large_uncertainty_compact.png,ok,
p021_loss_small,p021,p021_loss_small,loss_small,architecture_structured,4,"2026,2027,2028,2029",16,8,77,0,689,768,612,768,17382,13087,768,768,data/processed/clean/p021_clean.png,data/processed/masked/p021_loss_small_damaged.png,data/processed/masks/p021_loss_small_mask.png,589824,2.5803024768829346,1.6897820234298706,3.1188971996307373,63.40460205078125,7.181624221801755,17382,11.570446014404297,8.311429977416992,9.570140838623047,63.40460205078125,31.53082351684571,470016,2.922842025756836,1.9689202308654785,3.3661625385284424,63.40460205078125,7.96489691734314,13087,5.265954494476318,3.942713737487793,4.202225685119629,41.46363067626953,13.535010719299315,572442,2.3073208332061768,1.6447309255599976,2.1709890365600586,44.99843978881836,6.192611193656917,4.48414326352166,2.040828360723596,0.8942055611446835,outputs/figures/uncertainty_heatmaps/heatmap_images/p021_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p021_loss_small_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p021_loss_small_uncertainty_compact.png,ok,
p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,4,"2026,2027,2028,2029",16,8,43,0,724,768,681,768,50041,64840,768,768,data/processed/clean/p021_clean.png,data/processed/masked/p021_mixed_damage_damaged.png,data/processed/masks/p021_mixed_damage_mask.png,589824,4.047551155090332,2.261305093765259,5.489358901977539,72.9208984375,13.199386978149413,50041,14.009943008422852,9.906153678894043,11.609329223632812,72.9208984375,39.03242874145508,523008,4.382386207580566,2.529479742050171,5.742179870605469,72.9208984375,14.261635255813593,64840,6.299861431121826,4.331412315368652,5.880781650543213,64.8076171875,17.92838144302368,539783,3.1239798069000244,2.0970959663391113,3.2214972972869873,64.8076171875,8.724898147583005,3.4613380873988735,1.5564624569684045,0.7718197199936581,outputs/figures/uncertainty_heatmaps/heatmap_images/p021_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p021_mixed_damage_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p021_mixed_damage_uncertainty_compact.png,ok,
p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,4,"2026,2027,2028,2029",16,8,43,0,724,768,681,768,7395,41514,768,768,data/processed/clean/p021_clean.png,data/processed/masked/p021_scratch_thin_damaged.png,data/processed/masks/p021_scratch_thin_mask.png,589824,2.5999815464019775,1.7165160179138184,3.0490124225616455,78.5604248046875,7.388418483734128,7395,10.541261672973633,6.8075408935546875,10.484989166259766,78.5604248046875,31.322478485107414,523008,2.820600748062134,1.906458854675293,3.1685357093811035,78.5604248046875,7.83124983310699,41514,4.9507951736450195,3.0311460494995117,5.4507670402526855,66.34476470947266,15.503261089324944,582429,2.499152183532715,1.694857120513916,2.6847360134124756,66.34476470947266,7.014573001861567,4.054360173062655,1.9041654974261624,0.9612191968743052,outputs/figures/uncertainty_heatmaps/heatmap_images/p021_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p021_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p021_scratch_thin_uncertainty_compact.png,ok,
p026_loss_large,p026,p026_loss_large,loss_large,architecture_structured,4,"2026,2027,2028,2029",16,8,264,156,527,465,263,309,44723,9010,768,768,data/processed/clean/p026_clean.png,data/processed/masked/p026_loss_large_damaged.png,data/processed/masks/p026_loss_large_mask.png,589824,3.5792529582977295,1.52712082862854,6.368398666381836,57.70936584472656,14.815586709976163,44723,21.28169059753418,18.88775062561035,11.909985542297363,57.70936584472656,43.58642578125001,81267,13.682293891906738,9.30224895477295,12.392446517944336,57.70936584472656,40.617326736450195,9010,5.811616897583008,4.90391206741333,3.849020481109619,43.49507522583008,12.992852115631104,545101,2.12684965133667,1.3950995206832886,2.1036860942840576,43.49507522583008,6.18473482131958,5.945847020602073,1.6236954887117065,0.5942160753024915,outputs/figures/uncertainty_heatmaps/heatmap_images/p026_loss_large_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p026_loss_large_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p026_loss_large_uncertainty_compact.png,ok,
p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,4,"2026,2027,2028,2029",16,8,244,207,713,552,469,345,13631,11287,768,768,data/processed/clean/p026_clean.png,data/processed/masked/p026_loss_small_damaged.png,data/processed/masks/p026_loss_small_mask.png,589824,2.607323408126831,1.6865485906600952,2.8471319675445557,52.4371337890625,7.239685416221613,13631,12.658490180969238,11.076464653015137,7.731506824493408,52.4371337890625,28.01787757873535,161805,3.8172271251678467,2.3694493770599365,4.2345123291015625,52.4371337890625,11.94550476074218,11287,4.82716703414917,3.556166648864746,3.672229528427124,44.978790283203125,11.940154170989976,576193,2.3695437908172607,1.6515954732894897,2.106487989425659,44.978790283203125,6.278628253936768,4.854975064836194,1.8513879024709303,0.9088031712305191,outputs/figures/uncertainty_heatmaps/heatmap_images/p026_loss_small_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p026_loss_small_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p026_loss_small_uncertainty_compact.png,ok,
p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,4,"2026,2027,2028,2029",16,8,0,103,768,664,768,561,41381,59786,768,768,data/processed/clean/p026_clean.png,data/processed/masked/p026_mixed_damage_damaged.png,data/processed/masks/p026_mixed_damage_mask.png,589824,3.44937801361084,1.7130781412124634,5.0556817054748535,68.6881332397461,11.8651750087738,41381,15.195962905883789,11.852665901184082,10.814117431640625,68.6881332397461,39.36125183105469,430848,4.3683037757873535,2.444080352783203,5.641539096832275,68.6881332397461,14.08508887290954,59786,5.083731651306152,3.540092945098877,4.657596588134766,58.57320022583008,14.081158876419067,548443,2.5630767345428467,1.5852779150009155,2.7328014373779297,58.57320022583008,7.719781732559199,4.405421151833199,1.4738111092806396,0.7430547527695428,outputs/figures/uncertainty_heatmaps/heatmap_images/p026_mixed_damage_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p026_mixed_damage_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p026_mixed_damage_uncertainty_compact.png,ok,
p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,4,"2026,2027,2028,2029",16,8,95,103,768,532,673,429,6537,38618,768,768,data/processed/clean/p026_clean.png,data/processed/masked/p026_scratch_thin_damaged.png,data/processed/masks/p026_scratch_thin_mask.png,589824,2.368278980255127,1.5106201171875,2.6319563388824463,56.731754302978516,6.828361701965329,6537,11.179726600646973,8.957554817199707,7.691793918609619,54.69322204589844,26.992398071289063,288717,3.1284594535827637,2.0136778354644775,3.29201078414917,56.731754302978516,8.934615325927737,38618,5.0035505294799805,3.485072135925293,4.705190181732178,56.731754302978516,14.195217275619513,583287,2.2695281505584717,1.4933298826217651,2.3370654582977295,56.731754302978516,6.444287490844717,4.720612160412156,2.1127369495183355,0.9583026999340069,outputs/figures/uncertainty_heatmaps/heatmap_images/p026_scratch_thin_uncertainty_heatmap.png,outputs/figures/uncertainty_heatmaps/overlay_images/p026_scratch_thin_uncertainty_overlay.png,outputs/figures/uncertainty_heatmaps/all_cases/p026_scratch_thin_uncertainty_compact.png,ok,
