original_case_id,case_id,painting_id,mask_id,mask_type,category,title,uncertainty_selection_role,num_seed_outputs,seeds,image_height,image_width,mask_pixel_count,mask_fraction,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_pixel_count,full_std_mean,full_std_max,full_variance_mean,full_mad_mean,masked_std_mean,masked_std_max,masked_variance_mean,masked_mad_mean,bbox_std_mean,bbox_std_max,bbox_variance_mean,bbox_mad_mean,lpips_pair_count,mean_pairwise_lpips,median_pairwise_lpips,max_pairwise_lpips,range_pairwise_lpips
p021_loss_small,p021_loss_small,p021,p021_loss_small,loss_small,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,17382,0.029469807942708332,77,0,689,768,612,768,470016,0.010118838399648666,0.24864549934864044,0.00026015820913016796,0.008756282739341259,0.0453743040561676,0.24864549934864044,0.0035639116540551186,0.03941231593489647,0.011462126858532429,0.24864549934864044,0.00031553010921925306,0.009919345378875732,6,0.025773654070993263,0.025857163593173027,0.028132330626249313,0.004994921386241913
p026_loss_small,p026_loss_small,p026,p026_loss_small,loss_small,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,13631,0.023110283745659724,244,207,713,552,469,345,161805,0.010224800556898117,0.20563583076000214,0.00024268351262435317,0.008827175945043564,0.04964113608002663,0.20563583076000214,0.0036611363757401705,0.04279010370373726,0.014969519339501858,0.20563583076000214,0.0005348476697690785,0.01292854081839323,6,0.11367322256167729,0.11555646359920502,0.12651009857654572,0.02667272835969925
p021_mixed_damage,p021_mixed_damage,p021,p021_mixed_damage,mixed_damage,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,50041,0.08484056260850695,43,0,724,768,681,768,523008,0.01587275229394436,0.2859642803668976,0.0007270228816196322,0.013719875365495682,0.054940950125455856,0.2859642803668976,0.00513561861589551,0.04744776710867882,0.01718582771718502,0.2859642803668976,0.00081548624439165,0.014853816479444504,6,0.0781466414531072,0.0785699337720871,0.08798489719629288,0.021761015057563782
p026_mixed_damage,p026_mixed_damage,p026,p026_mixed_damage,mixed_damage,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,41381,0.07015821668836805,0,103,768,664,768,561,430848,0.013526970520615578,0.26936522126197815,0.0005946861929260194,0.011713397689163685,0.05959201231598854,0.26936522126197815,0.005484991241246462,0.051735468208789825,0.01713060401380062,0.26936522126197815,0.000808088865596801,0.014839183539152145,6,0.0973695603509744,0.10029973462224007,0.10570868104696274,0.019862741231918335
p021_scratch_thin,p021_scratch_thin,p021,p021_scratch_thin,scratch_thin,architecture_structured,Interior of the Oude Kerk in Delft,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,7395,0.012537638346354166,43,0,724,768,681,768,523008,0.010196005925536156,0.3080800771713257,0.00025387582718394697,0.00881756842136383,0.04133828356862068,0.3080800771713257,0.0034426639322191477,0.03579454869031906,0.011061178520321846,0.3080800771713257,0.0002844961127266288,0.009565994143486023,6,0.022370098779598873,0.022139263339340687,0.024099605157971382,0.0032638069242239
p026_scratch_thin,p026_scratch_thin,p026,p026_scratch_thin,scratch_thin,architecture_structured,View of a Village along a River,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,6537,0.011082967122395834,95,103,768,532,673,429,288717,0.009287368506193161,0.2224774956703186,0.00020153343211859465,0.008028182201087475,0.043842069804668427,0.21448321640491486,0.0029691976960748434,0.037686485797166824,0.012268466874957085,0.2224774956703186,0.00033137694117613137,0.010598965920507908,6,0.05157463190456232,0.05172212980687618,0.0540868416428566,0.0054797641932964325
p041_loss_large,p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,67806,0.114959716796875,0,226,347,615,347,389,134983,0.018989790230989456,0.22431714832782745,0.0009500824380666018,0.016415320336818695,0.06352786719799042,0.22431714832782745,0.005467061419039965,0.05483856797218323,0.043641336262226105,0.22431714832782745,0.003230290487408638,0.03769491985440254,6,0.24271438270807266,0.24073180556297302,0.2538157105445862,0.022307515144348145
p043_loss_large,p043_loss_large,p043,p043_loss_large,loss_large,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,55790,0.09458753797743055,179,308,510,625,331,317,104927,0.015246467664837837,0.26898419857025146,0.0010280180722475052,0.013177490793168545,0.08480453491210938,0.26898419857025146,0.009791487827897072,0.07329986244440079,0.05240452289581299,0.26898419857025146,0.00539586553350091,0.045289792120456696,6,0.30169521768887836,0.3045652359724045,0.31367722153663635,0.027308553457260132
p041_loss_small,p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,19064,0.03232150607638889,50,120,511,516,461,396,182556,0.01435522548854351,0.20095022022724152,0.00046508258674293756,0.012425987981259823,0.05471993237733841,0.20095022022724152,0.003946513868868351,0.04742860794067383,0.02351691760122776,0.20095022022724152,0.0010196579387411475,0.02036672830581665,6,0.08860243484377861,0.08797790855169296,0.09337753057479858,0.007431328296661377
p043_loss_small,p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,26756,0.04536268446180555,44,110,663,655,619,545,337355,0.01176223810762167,0.26715269684791565,0.00042005639988929033,0.010165024548768997,0.06368698924779892,0.26715269684791565,0.006067229434847832,0.05512594059109688,0.015293996781110764,0.26715269684791565,0.0006756632938049734,0.013214556500315666,6,0.06293683561185996,0.06155141443014145,0.07662564516067505,0.02238433063030243
p041_mixed_damage,p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,41902,0.0710415310329861,69,90,768,705,699,615,429885,0.019052779302001,0.2548987567424774,0.0009616236784495413,0.016497885808348656,0.07162553817033768,0.2548987567424774,0.006948869209736586,0.06221417710185051,0.02407812885940075,0.2548987567424774,0.0012922505848109722,0.020854488015174866,6,0.0893380840619405,0.08932242169976234,0.09795057028532028,0.015119634568691254
p043_mixed_damage,p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,46214,0.07835218641493055,0,62,768,705,768,643,493824,0.01475779339671135,0.32076144218444824,0.0007670842460356653,0.012775490060448647,0.06816771626472473,0.32076144218444824,0.0072651393711566925,0.059185996651649475,0.01693395897746086,0.32076144218444824,0.0009133385610766709,0.01466219499707222,6,0.056529986361662544,0.05678216740489006,0.0601402223110199,0.006783168762922287
p041_scratch_thin,p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,11793,0.019994099934895832,0,62,768,705,768,643,493824,0.015974584966897964,0.27913814783096313,0.000565509544685483,0.013814941048622131,0.04280859977006912,0.27913814783096313,0.0030445423908531666,0.03702238202095032,0.018378647044301033,0.27913814783096313,0.0006723622791469097,0.01589680276811123,6,0.045743233213822045,0.04595386050641537,0.05546756088733673,0.019216351211071014
p043_scratch_thin,p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,9357,0.015864054361979168,0,62,768,705,768,643,493824,0.010852242819964886,0.26868119835853577,0.00026909506414085627,0.009374888613820076,0.044426340609788895,0.26868119835853577,0.0033961180597543716,0.03843316808342934,0.012261899188160896,0.26868119835853577,0.0003184427332598716,0.010596441105008125,6,0.023144506538907688,0.0229997206479311,0.02405092492699623,0.0016688592731952667
p011_loss_large,p011_loss_large,p011,p011_loss_large,loss_large,landscape_natural,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,49885,0.0845760769314236,0,144,323,445,323,301,97223,0.018285246565937996,0.335436075925827,0.0022777351550757885,0.01611027680337429,0.14998354017734528,0.335436075925827,0.02607254683971405,0.13332690298557281,0.0818590372800827,0.335436075925827,0.013505919836461544,0.07264567166566849,6,0.44739577174186707,0.45904311537742615,0.49280020594596863,0.12406459450721741
p018_loss_large,p018_loss_large,p018,p018_loss_large,loss_large,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,55845,0.0946807861328125,202,144,546,490,344,346,119024,0.01497077289968729,0.3170560300350189,0.0013454094296321273,0.012989365495741367,0.08840785920619965,0.3170560300350189,0.0132394228130579,0.07712108641862869,0.048079315572977066,0.3170560300350189,0.006369458045810461,0.041894033551216125,6,0.28835925956567127,0.29080407321453094,0.3081102967262268,0.04539692401885986
p011_loss_small,p011_loss_small,p011,p011_loss_small,loss_small,landscape_natural,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,24080,0.040825737847222224,24,165,710,617,686,452,310072,0.009595757350325584,0.24988718330860138,0.00043109062244184315,0.008314112201333046,0.07712781429290771,0.24988718330860138,0.008094015531241894,0.06712237745523453,0.01382957212626934,0.24988718330860138,0.000770341488532722,0.011994827538728714,6,0.13574640825390816,0.137902170419693,0.16149714589118958,0.05617658048868179
p018_loss_small,p018_loss_small,p018,p018_loss_small,loss_small,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,21734,0.03684828016493055,0,145,663,592,663,447,296361,0.010345520451664925,0.32555249333381653,0.00036818356602452695,0.008907640352845192,0.0583704337477684,0.32555249333381653,0.006547923665493727,0.050523217767477036,0.014042414724826813,0.32555249333381653,0.0006696409545838833,0.012145630083978176,6,0.07427383338411649,0.07137518003582954,0.09754204750061035,0.04225790500640869
p011_mixed_damage,p011_mixed_damage,p011,p011_mixed_damage,mixed_damage,landscape_natural,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,44361,0.0752105712890625,0,104,768,664,768,560,430080,0.013766170479357243,0.34460243582725525,0.0010835368884727359,0.01194191724061966,0.09702650457620621,0.34460243582725525,0.012853595428168774,0.08441224694252014,0.01782415434718132,0.34460243582725525,0.001482402323745191,0.015466819517314434,6,0.15176211297512054,0.15340620279312134,0.16450032591819763,0.025475919246673584
p018_mixed_damage,p018_mixed_damage,p018,p018_mixed_damage,mixed_damage,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,44279,0.07507154676649305,0,114,768,653,768,539,413952,0.011256400495767593,0.36521077156066895,0.0006624180823564529,0.009728146716952324,0.05497707426548004,0.36521077156066895,0.007388950791209936,0.047767169773578644,0.01421833410859108,0.36521077156066895,0.0009350160253234208,0.012315959669649601,6,0.06473119681080182,0.06689530611038208,0.07469967752695084,0.025377854704856873
p011_scratch_thin,p011_scratch_thin,p011,p011_scratch_thin,scratch_thin,landscape_natural,View of Haarlem and the Haarlemmer Meer,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,10323,0.0175018310546875,0,104,768,664,768,560,430080,0.006891604047268629,0.23660141229629517,0.0001413085265085101,0.00595487467944622,0.03615361452102661,0.23660141229629517,0.0022418098524212837,0.03138132020831108,0.008414795622229576,0.23660141229629517,0.00019028387032449245,0.007273417431861162,6,0.026132960182925064,0.025903187692165375,0.028265303000807762,0.0038825850933790207
p018_scratch_thin,p018_scratch_thin,p018,p018_scratch_thin,scratch_thin,landscape_natural,Classical Landscape with Figures,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,11250,0.019073486328125,0,116,768,653,768,537,412416,0.009165670722723007,0.334787517786026,0.0003150908160023391,0.00793268159031868,0.06023343279957771,0.30683985352516174,0.006772871129214764,0.052342094480991364,0.01166458334773779,0.334787517786026,0.00044489611173048615,0.010094566270709038,6,0.04624595151593288,0.04680931940674782,0.06273039430379868,0.03661846183240414
p009_loss_large,p009_loss_large,p009,p009_loss_large,loss_large,portrait_figure,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,58251,0.09875996907552083,114,5,425,353,311,348,108228,0.027996577322483063,0.356485515832901,0.003158645471557975,0.024305133149027824,0.1475362777709961,0.356485515832901,0.028788316994905472,0.1290014237165451,0.08997443318367004,0.356485515832901,0.01592666655778885,0.07857660949230194,6,0.3724637379248937,0.3684093654155731,0.40303850173950195,0.058481305837631226
p010_loss_large,p010_loss_large,p010,p010_loss_large,loss_large,portrait_figure,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,92273,0.1564415825737847,167,142,527,683,360,541,194760,0.022726183757185936,0.25707805156707764,0.001289675710722804,0.01972731202840805,0.06724465638399124,0.24293184280395508,0.006327817682176828,0.058490149676799774,0.042495161294937134,0.24293184280395508,0.0033452496863901615,0.03690806403756142,6,0.33247319360574085,0.3346400707960129,0.36212339997291565,0.06325727701187134
p009_loss_small,p009_loss_small,p009,p009_loss_small,loss_small,portrait_figure,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,20955,0.035527547200520836,74,12,608,725,534,713,380742,0.014873070642352104,0.2861400842666626,0.0006636285688728094,0.012862995266914368,0.07964080572128296,0.2861400842666626,0.01052327360957861,0.06902503222227097,0.018200017511844635,0.2861400842666626,0.0009497469291090965,0.015750689432024956,6,0.07730378583073616,0.07914538308978081,0.10955764353275299,0.05585508048534393
p010_loss_small,p010_loss_small,p010,p010_loss_small,loss_small,portrait_figure,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,19716,0.033426920572916664,18,92,738,691,720,599,431280,0.012475773692131042,0.23544038832187653,0.0002904710709117353,0.010793139226734638,0.035396695137023926,0.20039182901382446,0.0018722712993621826,0.030570190399885178,0.01372948382049799,0.23544038832187653,0.0003357514215167612,0.011873790994286537,6,0.06088693564136823,0.061099959537386894,0.06445517390966415,0.009550023823976517
p009_mixed_damage,p009_mixed_damage,p009,p009_mixed_damage,mixed_damage,portrait_figure,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,47792,0.0810275607638889,59,22,695,768,636,746,474456,0.02040601707994938,0.311599463224411,0.001267566462047398,0.017685389146208763,0.08412034809589386,0.311599463224411,0.010309860110282898,0.07304257154464722,0.02395528182387352,0.311599463224411,0.0015626332024112344,0.02075512520968914,6,0.08206632236639659,0.08107462152838707,0.0907122865319252,0.017306484282016754
p010_mixed_damage,p010_mixed_damage,p010,p010_mixed_damage,mixed_damage,portrait_figure,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,48195,0.0817108154296875,0,20,768,747,768,727,558336,0.01910676807165146,0.3011362850666046,0.0007330390508286655,0.01652180589735508,0.046361662447452545,0.3011362850666046,0.003751585725694895,0.040299609303474426,0.019778616726398468,0.3011362850666046,0.0007712992373853922,0.017111102119088173,6,0.09963581586877505,0.10043630748987198,0.1052141785621643,0.011111713945865631
p009_scratch_thin,p009_scratch_thin,p009,p009_scratch_thin,scratch_thin,portrait_figure,Madame Roulin and Her Baby,relatively_strong_stable_diffusion,4,"2026,2027,2028,2029",768,768,9528,0.016153971354166668,59,43,708,751,649,708,459492,0.013004657812416553,0.2490696907043457,0.0003862209850922227,0.011247027665376663,0.05338358134031296,0.2490689605474472,0.004586886148899794,0.046259939670562744,0.014839151874184608,0.2490696907043457,0.0004724125028587878,0.012834570370614529,6,0.021655254065990448,0.02178207878023386,0.02418576553463936,0.004342801868915558
p010_scratch_thin,p010_scratch_thin,p010,p010_scratch_thin,scratch_thin,portrait_figure,Joan of Arc,relatively_weak_or_disagreement_prone_stable_diffusion,4,"2026,2027,2028,2029",768,768,10545,0.017878214518229168,0,116,768,747,768,631,484608,0.014322783797979355,0.34453070163726807,0.00041875444003380835,0.012399666011333466,0.05173550546169281,0.34453070163726807,0.004899812862277031,0.04496033489704132,0.015300086699426174,0.34453070163726807,0.0004675617383327335,0.013242584653198719,6,0.05952706187963486,0.06030089408159256,0.06404110044240952,0.012747183442115784
