painting_id,mask_id,mask_type,case_id_opencv,model_name_opencv,clean_path_opencv,damaged_path_opencv,restored_path_opencv,mask_path_opencv,status_opencv,case_id_lama,model_name_lama,clean_path_lama,damaged_path_lama,restored_path_lama,mask_path_lama,status_lama,title,artist,date,category,style_or_period,medium,source,source_url,license,filename
p003,p003_loss_large,loss_large,p003_loss_large,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p003_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p003_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p003_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p003_loss_large_mask.png,ok,p003_loss_large,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p003_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p003_loss_large_damaged.png,data/processed/restored/lama/p003_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p003_loss_large_mask.png,ok,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,1801,portrait_figure,Neoclassical / early 19th century,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437903,Public Domain / Open Access,p003.jpg
p003,p003_loss_small,loss_small,p003_loss_small,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p003_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p003_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p003_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p003_loss_small_mask.png,ok,p003_loss_small,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p003_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p003_loss_small_damaged.png,data/processed/restored/lama/p003_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p003_loss_small_mask.png,ok,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,1801,portrait_figure,Neoclassical / early 19th century,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437903,Public Domain / Open Access,p003.jpg
p003,p003_mixed_damage,mixed_damage,p003_mixed_damage,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p003_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p003_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p003_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p003_mixed_damage_mask.png,ok,p003_mixed_damage,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p003_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p003_mixed_damage_damaged.png,data/processed/restored/lama/p003_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p003_mixed_damage_mask.png,ok,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,1801,portrait_figure,Neoclassical / early 19th century,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437903,Public Domain / Open Access,p003.jpg
p003,p003_scratch_thin,scratch_thin,p003_scratch_thin,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p003_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p003_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p003_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p003_scratch_thin_mask.png,ok,p003_scratch_thin,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p003_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p003_scratch_thin_damaged.png,data/processed/restored/lama/p003_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p003_scratch_thin_mask.png,ok,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,1801,portrait_figure,Neoclassical / early 19th century,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437903,Public Domain / Open Access,p003.jpg
p003,p003_zero_control,zero_control,p003_zero_control,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p003_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p003_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p003_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p003_zero_control_mask.png,ok,p003_zero_control,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p003_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p003_zero_control_damaged.png,data/processed/restored/lama/p003_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p003_zero_control_mask.png,ok,Marie Joséphine Charlotte du Val d'Ognes,Marie-Denise Villers,1801,portrait_figure,Neoclassical / early 19th century,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/437903,Public Domain / Open Access,p003.jpg
p004,p004_loss_large,loss_large,p004_loss_large,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p004_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_loss_large_mask.png,ok,p004_loss_large,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_loss_large_damaged.png,data/processed/restored/lama/p004_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_loss_large_mask.png,ok,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,1878,portrait_figure,Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/438815,Public Domain / Open Access,p004.jpg
p004,p004_loss_small,loss_small,p004_loss_small,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p004_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_loss_small_mask.png,ok,p004_loss_small,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_loss_small_damaged.png,data/processed/restored/lama/p004_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_loss_small_mask.png,ok,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,1878,portrait_figure,Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/438815,Public Domain / Open Access,p004.jpg
p004,p004_mixed_damage,mixed_damage,p004_mixed_damage,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p004_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_mixed_damage_mask.png,ok,p004_mixed_damage,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_mixed_damage_damaged.png,data/processed/restored/lama/p004_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_mixed_damage_mask.png,ok,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,1878,portrait_figure,Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/438815,Public Domain / Open Access,p004.jpg
p004,p004_scratch_thin,scratch_thin,p004_scratch_thin,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p004_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_scratch_thin_mask.png,ok,p004_scratch_thin,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_scratch_thin_damaged.png,data/processed/restored/lama/p004_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_scratch_thin_mask.png,ok,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,1878,portrait_figure,Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/438815,Public Domain / Open Access,p004.jpg
p004,p004_zero_control,zero_control,p004_zero_control,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p004_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_zero_control_mask.png,ok,p004_zero_control,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p004_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p004_zero_control_damaged.png,data/processed/restored/lama/p004_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p004_zero_control_mask.png,ok,Madame Georges Charpentier and Her Children,Pierre-Auguste Renoir,1878,portrait_figure,Impressionism,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/438815,Public Domain / Open Access,p004.jpg
p005,p005_loss_large,loss_large,p005_loss_large,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p005_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p005_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p005_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p005_loss_large_mask.png,ok,p005_loss_large,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p005_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p005_loss_large_damaged.png,data/processed/restored/lama/p005_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p005_loss_large_mask.png,ok,Self-Portrait with Two Pupils,Adélaïde Labille-Guiard,1785,portrait_figure,18th century portraiture,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436840,Public Domain / Open Access,p005.jpg
p005,p005_loss_small,loss_small,p005_loss_small,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p005_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p005_loss_small_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p005_loss_small_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p005_loss_small_mask.png,ok,p005_loss_small,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p005_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p005_loss_small_damaged.png,data/processed/restored/lama/p005_loss_small_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p005_loss_small_mask.png,ok,Self-Portrait with Two Pupils,Adélaïde Labille-Guiard,1785,portrait_figure,18th century portraiture,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436840,Public Domain / Open Access,p005.jpg
p005,p005_mixed_damage,mixed_damage,p005_mixed_damage,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p005_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p005_mixed_damage_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p005_mixed_damage_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p005_mixed_damage_mask.png,ok,p005_mixed_damage,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p005_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p005_mixed_damage_damaged.png,data/processed/restored/lama/p005_mixed_damage_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p005_mixed_damage_mask.png,ok,Self-Portrait with Two Pupils,Adélaïde Labille-Guiard,1785,portrait_figure,18th century portraiture,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436840,Public Domain / Open Access,p005.jpg
p005,p005_scratch_thin,scratch_thin,p005_scratch_thin,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p005_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p005_scratch_thin_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p005_scratch_thin_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p005_scratch_thin_mask.png,ok,p005_scratch_thin,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p005_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p005_scratch_thin_damaged.png,data/processed/restored/lama/p005_scratch_thin_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p005_scratch_thin_mask.png,ok,Self-Portrait with Two Pupils,Adélaïde Labille-Guiard,1785,portrait_figure,18th century portraiture,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436840,Public Domain / Open Access,p005.jpg
p005,p005_zero_control,zero_control,p005_zero_control,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p005_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p005_zero_control_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p005_zero_control_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p005_zero_control_mask.png,ok,p005_zero_control,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p005_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p005_zero_control_damaged.png,data/processed/restored/lama/p005_zero_control_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p005_zero_control_mask.png,ok,Self-Portrait with Two Pupils,Adélaïde Labille-Guiard,1785,portrait_figure,18th century portraiture,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436840,Public Domain / Open Access,p005.jpg
p006,p006_loss_large,loss_large,p006_loss_large,opencv_telea,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p006_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p006_loss_large_damaged.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\restored\opencv_telea\p006_loss_large_restored_opencv_telea.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p006_loss_large_mask.png,ok,p006_loss_large,lama,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\clean\p006_clean.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masked\p006_loss_large_damaged.png,data/processed/restored/lama/p006_loss_large_restored_lama.png,D:\Masters\FH\Thesis\painting-restoration-eval\data\processed\masks\p006_loss_large_mask.png,ok,Boy with a Sword,Édouard Manet,1861,portrait_figure,Realism / early modern French painting,Oil on canvas,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/436948,Public Domain / Open Access,p006.jpg
